locus_tag	protein_id	go_id	qualifier	aspect	evidence_code	reference	with_from	assigned_by	annotation_date	source_taxon	mapping_ambiguity	mapping_method
M744_RS00570	WP_011243358.1	GO:0006308	involved_in	P	IEA	PMID:33270901	HMM:TIGR01280.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00570	WP_011243358.1	GO:0008855	enables	F	IEA	PMID:33270901	HMM:TIGR01280.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00570	WP_011243358.1	GO:0009318	located_in	C	IEA	PMID:33270901	HMM:TIGR01280.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00575	WP_011243359.1	GO:0008643	involved_in	P	IEA	PMID:33270901	ArchId:11417684	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00575	WP_011243359.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:11417684	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00590	WP_011243361.1	GO:0004619	enables	F	IEA	PMID:33270901	HMM:TIGR01307.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00590	WP_011243361.1	GO:0006096	involved_in	P	IEA	PMID:33270901	HMM:TIGR01307.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00595	WP_011243362.1	GO:0015136	enables	F	IEA	PMID:33270901	HMM:TIGR00810.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00595	WP_011243362.1	GO:0015739	involved_in	P	IEA	PMID:33270901	HMM:TIGR00810.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00595	WP_011243362.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:TIGR00810.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00600	WP_011243363.1	GO:0004222	enables	F	IEA	PMID:33270901	HMM:NF012630.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00600	WP_011243363.1	GO:0006508	involved_in	P	IEA	PMID:33270901	HMM:NF012630.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00600	WP_011243363.1	GO:0008270	enables	F	IEA	PMID:33270901	HMM:NF012630.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00600	WP_011243363.1	GO:0031012	located_in	C	IEA	PMID:33270901	HMM:NF012630.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00605	WP_231621351.1	GO:0016757	enables	F	IEA	PMID:33270901	ArchId:10157530	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00615	WP_011243366.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:TIGR00103.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00620	WP_011377586.1	GO:0004725	enables	F	IEA	PMID:33270901	ArchId:11611401	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00620	WP_011377586.1	GO:0006470	involved_in	P	IEA	PMID:33270901	ArchId:11611401	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00635	WP_011243370.1	GO:0008080	enables	F	IEA	PMID:33270901	ArchId:11418877	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00640	WP_011243371.1	GO:0004022	enables	F	IEA	PMID:33270901	HMM:TIGR02818.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00640	WP_011243371.1	GO:0008270	enables	F	IEA	PMID:33270901	HMM:TIGR02818.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00640	WP_011243371.1	GO:0051903	enables	F	IEA	PMID:33270901	HMM:TIGR02818.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00645	WP_011243372.1	GO:0018738	enables	F	IEA	PMID:33270901	HMM:TIGR02821.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00645	WP_011243372.1	GO:0046294	involved_in	P	IEA	PMID:33270901	HMM:TIGR02821.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00655	WP_011377585.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00430.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00655	WP_011377585.1	GO:0006400	involved_in	P	IEA	PMID:33270901	HMM:TIGR00430.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00655	WP_011377585.1	GO:0008479	enables	F	IEA	PMID:33270901	HMM:TIGR00430.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00660	WP_011243375.1	GO:0008818	enables	F	IEA	PMID:33270901	HMM:TIGR00317.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00660	WP_011243375.1	GO:0009236	involved_in	P	IEA	PMID:33270901	HMM:TIGR00317.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00660	WP_011243375.1	GO:0051073	enables	F	IEA	PMID:33270901	HMM:TIGR00317.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00665	WP_011377584.1	GO:0000155	enables	F	IEA	PMID:33270901	ArchId:20466189	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00665	WP_011377584.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:20466189	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00665	WP_011377584.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:20466189	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00665	WP_011377584.1	GO:0007165	involved_in	P	IEA	PMID:33270901	ArchId:20466189	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00675	WP_231621352.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10785415	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00680	WP_011243379.1	GO:0005506	enables	F	IEA	PMID:33270901	ArchId:10471400	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00680	WP_011243379.1	GO:0016226	involved_in	P	IEA	PMID:33270901	ArchId:10471400	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00680	WP_011243379.1	GO:0051536	enables	F	IEA	PMID:33270901	ArchId:10471400	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00685	WP_011243380.1	GO:0004828	enables	F	IEA	PMID:33270901	HMM:TIGR00414.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00685	WP_011243380.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00414.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00685	WP_011243380.1	GO:0006434	involved_in	P	IEA	PMID:33270901	HMM:TIGR00414.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00690	WP_011243381.1	GO:0004222	enables	F	IEA	PMID:33270901	HMM:TIGR00054.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00690	WP_011243381.1	GO:0006508	involved_in	P	IEA	PMID:33270901	HMM:TIGR00054.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00690	WP_011243381.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:TIGR00054.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00695	WP_011243382.1	GO:0006281	involved_in	P	IEA	PMID:33270901	HMM:TIGR01083.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00695	WP_011243382.1	GO:0140078	enables	F	IEA	PMID:33270901	HMM:TIGR01083.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00700	WP_011243383.1	GO:0003735	enables	F	IEA	PMID:33270901	HMM:NF006477.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00700	WP_011243383.1	GO:0005840	located_in	C	IEA	PMID:33270901	HMM:NF006477.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00700	WP_011243383.1	GO:0006412	involved_in	P	IEA	PMID:33270901	HMM:NF006477.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00705	WP_011243384.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11439449	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00715	WP_011243386.1	GO:0030115	located_in	C	IEA	PMID:33270901	ArchId:10448992	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00720	WP_011377582.1	GO:0008519	enables	F	IEA	PMID:33270901	ArchId:10000157	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00720	WP_011377582.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10000157	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00720	WP_011377582.1	GO:0072488	involved_in	P	IEA	PMID:33270901	ArchId:10000157	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00725	WP_049749323.1	GO:0004638	enables	F	IEA	PMID:33270901	HMM:TIGR01162.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00725	WP_049749323.1	GO:0006189	involved_in	P	IEA	PMID:33270901	HMM:TIGR01162.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00725	WP_049749323.1	GO:0009320	located_in	C	IEA	PMID:33270901	HMM:TIGR01162.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00730	WP_039755439.1	GO:0006044	involved_in	P	IEA	PMID:33270901	HMM:TIGR00221.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00730	WP_039755439.1	GO:0008448	enables	F	IEA	PMID:33270901	HMM:TIGR00221.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00735	WP_011243390.1	GO:0015995	involved_in	P	IEA	PMID:33270901	HMM:TIGR02021.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00735	WP_011243390.1	GO:0046406	enables	F	IEA	PMID:33270901	HMM:TIGR02021.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00740	WP_011377579.1	GO:0030420	involved_in	P	IEA	PMID:33270901	ArchId:10008576	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00750	WP_011243392.1	GO:0004519	enables	F	IEA	PMID:33270901	ArchId:1640	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00755	WP_011243393.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR03943.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00760	WP_011243394.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:10002177	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00780	WP_011243397.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:11428914	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00780	WP_011243397.1	GO:0071949	enables	F	IEA	PMID:33270901	ArchId:11428914	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00785	WP_011377576.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00204.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00785	WP_011377576.1	GO:0008615	involved_in	P	IEA	PMID:33270901	HMM:TIGR00204.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00785	WP_011377576.1	GO:0008661	enables	F	IEA	PMID:33270901	HMM:TIGR00204.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00785	WP_011377576.1	GO:0009228	involved_in	P	IEA	PMID:33270901	HMM:TIGR00204.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00785	WP_011377576.1	GO:0009240	involved_in	P	IEA	PMID:33270901	HMM:TIGR00204.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00795	WP_011243400.1	GO:0043714	enables	F	IEA	PMID:33270901	HMM:TIGR00977.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00795	WP_011243400.1	GO:0046912	enables	F	IEA	PMID:33270901	HMM:TIGR00977.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00795	WP_011243400.1	GO:1901705	involved_in	P	IEA	PMID:33270901	HMM:TIGR00977.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00800	WP_011243401.1	GO:0015439	enables	F	IEA	PMID:33270901	HMM:TIGR01189.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00800	WP_011243401.1	GO:0015886	involved_in	P	IEA	PMID:33270901	HMM:TIGR01189.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00800	WP_011243401.1	GO:0017004	involved_in	P	IEA	PMID:33270901	HMM:TIGR01189.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00800	WP_011243401.1	GO:0043190	located_in	C	IEA	PMID:33270901	HMM:TIGR01189.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00805	WP_011243402.1	GO:0005515	enables	F	IEA	PMID:33270901	HMM:TIGR00281.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00805	WP_011243402.1	GO:0007059	involved_in	P	IEA	PMID:33270901	HMM:TIGR00281.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00815	WP_011243404.1	GO:0009055	enables	F	IEA	PMID:33270901	HMM:TIGR01151.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00815	WP_011243404.1	GO:0009539	located_in	C	IEA	PMID:33270901	HMM:TIGR01151.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00830	WP_011377574.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10007987	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00840	WP_011243409.1	GO:0004076	enables	F	IEA	PMID:33270901	HMM:TIGR00433.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00840	WP_011243409.1	GO:0009102	involved_in	P	IEA	PMID:33270901	HMM:TIGR00433.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00840	WP_011243409.1	GO:0051536	enables	F	IEA	PMID:33270901	HMM:TIGR00433.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00840	WP_011243409.1	GO:1904047	enables	F	IEA	PMID:33270901	HMM:TIGR00433.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00875	WP_011243415.1	GO:0016655	enables	F	IEA	PMID:33270901	HMM:NF022176.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00885	WP_011243417.1	GO:0000162	involved_in	P	IEA	PMID:33270901	HMM:TIGR00262.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00885	WP_011243417.1	GO:0004834	enables	F	IEA	PMID:33270901	HMM:TIGR00262.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00895	WP_011377569.1	GO:0006355	involved_in	P	IEA	PMID:33270901		RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00900	WP_011377568.1	GO:0000162	involved_in	P	IEA	PMID:33270901	HMM:NF002298.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00900	WP_011377568.1	GO:0004640	enables	F	IEA	PMID:33270901	HMM:NF002298.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00905	WP_011243420.1	GO:0009522	located_in	C	IEA	PMID:33270901	HMM:TIGR03049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00905	WP_011243420.1	GO:0009538	located_in	C	IEA	PMID:33270901	HMM:TIGR03049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00905	WP_011243420.1	GO:0015979	involved_in	P	IEA	PMID:33270901	HMM:TIGR03049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00905	WP_011243420.1	GO:0042651	located_in	C	IEA	PMID:33270901	HMM:TIGR03049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00915	WP_011377567.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:TIGR01128.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00915	WP_011377567.1	GO:0003887	enables	F	IEA	PMID:33270901	HMM:TIGR01128.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00915	WP_011377567.1	GO:0006260	involved_in	P	IEA	PMID:33270901	HMM:TIGR01128.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00920	WP_155813972.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00020.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00920	WP_155813972.1	GO:0006415	involved_in	P	IEA	PMID:33270901	HMM:TIGR00020.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00920	WP_155813972.1	GO:0016149	enables	F	IEA	PMID:33270901	HMM:TIGR00020.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00930	WP_011243425.1	GO:0004540	enables	F	IEA	PMID:33270901	HMM:TIGR00043.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00930	WP_011243425.1	GO:0042254	involved_in	P	IEA	PMID:33270901	HMM:TIGR00043.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00930	WP_011243425.1	GO:0046872	enables	F	IEA	PMID:33270901	HMM:TIGR00043.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00935	WP_231621354.1	GO:0001727	enables	F	IEA	PMID:33270901	ArchId:10198053	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00935	WP_231621354.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10198053	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00935	WP_231621354.1	GO:0008654	involved_in	P	IEA	PMID:33270901	ArchId:10198053	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00935	WP_231621354.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10198053	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00935	WP_231621354.1	GO:0016310	involved_in	P	IEA	PMID:33270901	ArchId:10198053	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00940	WP_011243427.1	GO:0000162	involved_in	P	IEA	PMID:33270901	ArchId:11423509	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00940	WP_011243427.1	GO:0004049	enables	F	IEA	PMID:33270901	ArchId:11423509	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00945	WP_011243428.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10605654	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00945	WP_011243428.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10605654	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00960	WP_011377564.1	GO:0003937	enables	F	IEA	PMID:33270901	HMM:NF002049.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00960	WP_011377564.1	GO:0004643	enables	F	IEA	PMID:33270901	HMM:NF002049.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00960	WP_011377564.1	GO:0006189	involved_in	P	IEA	PMID:33270901	HMM:NF002049.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00970	WP_011243433.1	GO:0004605	enables	F	IEA	PMID:33270901	ArchId:10001733	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00970	WP_011243433.1	GO:0016024	involved_in	P	IEA	PMID:33270901	ArchId:10001733	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00975	WP_011377562.1	GO:0005543	enables	F	IEA	PMID:33270901	ArchId:10567863	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00980	WP_011377561.1	GO:0000270	involved_in	P	IEA	PMID:33270901	ArchId:11458107	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00980	WP_011377561.1	GO:0008933	enables	F	IEA	PMID:33270901	ArchId:11458107	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00980	WP_011377561.1	GO:0030288	located_in	C	IEA	PMID:33270901	ArchId:11458107	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00985	WP_011243436.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:11165264	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00990	WP_011243437.1	GO:0015109	enables	F	IEA	PMID:33270901	HMM:TIGR00937.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS00990	WP_011243437.1	GO:0015703	involved_in	P	IEA	PMID:33270901	HMM:TIGR00937.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01000	WP_011377559.1	GO:0009101	involved_in	P	IEA	PMID:33270901	ArchId:10133545	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01000	WP_011377559.1	GO:0016757	enables	F	IEA	PMID:33270901	ArchId:10133545	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01005	WP_407830097.1	GO:0002949	involved_in	P	IEA	PMID:33270901	HMM:TIGR00150.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01010	WP_011243440.1	GO:0043743	enables	F	IEA	PMID:33270901	ArchId:10785358	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01010	WP_011243440.1	GO:0051287	enables	F	IEA	PMID:33270901	ArchId:10785358	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01015	WP_039755450.1	GO:0015995	involved_in	P	IEA	PMID:33270901	HMM:TIGR02028.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01015	WP_039755450.1	GO:0045550	enables	F	IEA	PMID:33270901	HMM:TIGR02028.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01025	WP_011377557.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:2969	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01030	WP_011243444.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:10006330	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01065	WP_011377554.1	GO:0008237	enables	F	IEA	PMID:33270901	ArchId:11427472	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01065	WP_011377554.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11427472	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01070	WP_011243451.1	GO:0008237	enables	F	IEA	PMID:33270901	ArchId:11427472	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01070	WP_011243451.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11427472	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01080	WP_011377552.1	GO:0043687	involved_in	P	IEA	PMID:33270901	ArchId:10006729	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01095	WP_011243455.1	GO:0016765	enables	F	IEA	PMID:33270901	ArchId:10006753	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01095	WP_011243455.1	GO:0019346	involved_in	P	IEA	PMID:33270901	ArchId:10006753	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01095	WP_011243455.1	GO:0030170	enables	F	IEA	PMID:33270901	ArchId:10006753	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01100	WP_011377549.1	GO:0000166	enables	F	IEA	PMID:33270901	ArchId:11440890	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01100	WP_011377549.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:11440890	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01105	WP_039755458.1	GO:0006308	involved_in	P	IEA	PMID:33270901	HMM:TIGR00237.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01105	WP_039755458.1	GO:0008855	enables	F	IEA	PMID:33270901	HMM:TIGR00237.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01105	WP_039755458.1	GO:0009318	located_in	C	IEA	PMID:33270901	HMM:TIGR00237.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01110	WP_011377547.1	GO:0015293	enables	F	IEA	PMID:33270901	ArchId:10001259	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01115	WP_011243459.1	GO:0015116	enables	F	IEA	PMID:33270901	HMM:NF013109.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01115	WP_011243459.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:NF013109.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01115	WP_011243459.1	GO:1902358	involved_in	P	IEA	PMID:33270901	HMM:NF013109.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS01125	WP_011243461.1	GO:0017009	involved_in	P	IEA	PMID:33270901	HMM:NF020924.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
