subject_locus_tag	relationship	object_namespace	object_id	seqid	start	end	strand	mapping_ambiguity	source	evidence	mapping_method
M744_RS00105	cds_segment	RefSeq_location	NZ_CP006471.1:20321-21091:-	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00105	current_locus_tag	RefSeq_locus_tag	M744_RS00105	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3		direct annotation
M744_RS00105	genomic_location	RefSeq_location	NZ_CP006471.1:20321-21091:-	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00105	old_locus_tag	legacy_locus_tag	M744_00110	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00105	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0566	NZ_CP006471.1	20321	21091	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243268.1	exact shared RefSeq protein_id
M744_RS00105	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02880	NZ_CP006471.1	20321	21091	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243268.1	exact shared RefSeq protein_id
M744_RS00105	protein_id	RefSeq_protein	WP_011243268.1	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00105	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	20321	21091	-		UTEX RefSeq GFF3		direct seqid
M744_RS00110	cds_segment	RefSeq_location	NZ_CP006471.1:21088-21750:-	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00110	current_locus_tag	RefSeq_locus_tag	M744_RS00110	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3		direct annotation
M744_RS00110	genomic_location	RefSeq_location	NZ_CP006471.1:21088-21750:-	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00110	old_locus_tag	legacy_locus_tag	M744_00115	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00110	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0565	NZ_CP006471.1	21088	21750	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243269.1	exact shared RefSeq protein_id
M744_RS00110	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02875	NZ_CP006471.1	21088	21750	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243269.1	exact shared RefSeq protein_id
M744_RS00110	protein_id	RefSeq_protein	WP_011243269.1	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00110	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	21088	21750	-		UTEX RefSeq GFF3		direct seqid
M744_RS00115	cds_segment	RefSeq_location	NZ_CP006471.1:21851-22564:-	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00115	current_locus_tag	RefSeq_locus_tag	M744_RS00115	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3		direct annotation
M744_RS00115	genomic_location	RefSeq_location	NZ_CP006471.1:21851-22564:-	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00115	old_locus_tag	legacy_locus_tag	M744_00120	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00115	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0564	NZ_CP006471.1	21851	22564	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243270.1	exact shared RefSeq protein_id
M744_RS00115	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02870	NZ_CP006471.1	21851	22564	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243270.1	exact shared RefSeq protein_id
M744_RS00115	protein_id	RefSeq_protein	WP_011243270.1	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00115	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	21851	22564	-		UTEX RefSeq GFF3		direct seqid
M744_RS00120	cds_segment	RefSeq_location	NZ_CP006471.1:22684-24684:+	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00120	current_locus_tag	RefSeq_locus_tag	M744_RS00120	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct annotation
M744_RS00120	gene_symbol	gene_symbol	uvrB	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct gene qualifier
M744_RS00120	genomic_location	RefSeq_location	NZ_CP006471.1:22684-24684:+	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00120	old_locus_tag	legacy_locus_tag	M744_00125	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00120	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0563	NZ_CP006471.1	22684	24684	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243271.1	exact shared RefSeq protein_id
M744_RS00120	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02865	NZ_CP006471.1	22684	24684	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243271.1	exact shared RefSeq protein_id
M744_RS00120	protein_id	RefSeq_protein	WP_011243271.1	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00120	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	22684	24684	+		UTEX RefSeq GFF3		direct seqid
M744_RS00125	cds_segment	RefSeq_location	NZ_CP006471.1:24742-25197:-	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00125	current_locus_tag	RefSeq_locus_tag	M744_RS00125	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3		direct annotation
M744_RS00125	genomic_location	RefSeq_location	NZ_CP006471.1:24742-25197:-	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00125	old_locus_tag	legacy_locus_tag	M744_00130	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00125	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0562	NZ_CP006471.1	24742	25197	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243272.1	exact shared RefSeq protein_id
M744_RS00125	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02860	NZ_CP006471.1	24742	25197	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243272.1	exact shared RefSeq protein_id
M744_RS00125	protein_id	RefSeq_protein	WP_011243272.1	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00125	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	24742	25197	-		UTEX RefSeq GFF3		direct seqid
M744_RS00130	cds_segment	RefSeq_location	NZ_CP006471.1:25289-26284:-	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00130	current_locus_tag	RefSeq_locus_tag	M744_RS00130	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3		direct annotation
M744_RS00130	genomic_location	RefSeq_location	NZ_CP006471.1:25289-26284:-	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00130	old_locus_tag	legacy_locus_tag	M744_00135	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00130	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0561	NZ_CP006471.1	25289	26284	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377624.1	exact shared RefSeq protein_id
M744_RS00130	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02855	NZ_CP006471.1	25289	26284	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377624.1	exact shared RefSeq protein_id
M744_RS00130	protein_id	RefSeq_protein	WP_011377624.1	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00130	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	25289	26284	-		UTEX RefSeq GFF3		direct seqid
M744_RS00135	cds_segment	RefSeq_location	NZ_CP006471.1:26359-27063:+	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00135	current_locus_tag	RefSeq_locus_tag	M744_RS00135	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3		direct annotation
M744_RS00135	genomic_location	RefSeq_location	NZ_CP006471.1:26359-27063:+	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00135	old_locus_tag	legacy_locus_tag	M744_00140	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00135	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0560	NZ_CP006471.1	26359	27063	+		PCC 7942 and UTEX RefSeq GFF3	WP_011377623.1	exact shared RefSeq protein_id
M744_RS00135	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02850	NZ_CP006471.1	26359	27063	+		PCC 7942 and UTEX RefSeq GFF3	WP_011377623.1	exact shared RefSeq protein_id
M744_RS00135	protein_id	RefSeq_protein	WP_011377623.1	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00135	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	26359	27063	+		UTEX RefSeq GFF3		direct seqid
M744_RS00140	cds_segment	RefSeq_location	NZ_CP006471.1:27096-27989:+	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00140	current_locus_tag	RefSeq_locus_tag	M744_RS00140	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct annotation
M744_RS00140	gene_symbol	gene_symbol	hslO	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct gene qualifier
M744_RS00140	genomic_location	RefSeq_location	NZ_CP006471.1:27096-27989:+	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00140	old_locus_tag	legacy_locus_tag	M744_00145	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00140	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0559	NZ_CP006471.1	27096	27989	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243275.1	exact shared RefSeq protein_id
M744_RS00140	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02845	NZ_CP006471.1	27096	27989	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243275.1	exact shared RefSeq protein_id
M744_RS00140	protein_id	RefSeq_protein	WP_011243275.1	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00140	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	27096	27989	+		UTEX RefSeq GFF3		direct seqid
M744_RS00145	cds_segment	RefSeq_location	NZ_CP006471.1:28041-28655:-	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00145	current_locus_tag	RefSeq_locus_tag	M744_RS00145	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3		direct annotation
M744_RS00145	genomic_location	RefSeq_location	NZ_CP006471.1:28041-28655:-	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00145	old_locus_tag	legacy_locus_tag	M744_00150	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00145	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0558	NZ_CP006471.1	28041	28655	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243276.1	exact shared RefSeq protein_id
M744_RS00145	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02840	NZ_CP006471.1	28041	28655	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243276.1	exact shared RefSeq protein_id
M744_RS00145	protein_id	RefSeq_protein	WP_011243276.1	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00145	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	28041	28655	-		UTEX RefSeq GFF3		direct seqid
M744_RS00150	cds_segment	RefSeq_location	NZ_CP006471.1:28733-28924:-	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00150	current_locus_tag	RefSeq_locus_tag	M744_RS00150	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3		direct annotation
M744_RS00150	genomic_location	RefSeq_location	NZ_CP006471.1:28733-28924:-	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00150	old_locus_tag	legacy_locus_tag	M744_00155	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00150	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0557	NZ_CP006471.1	28733	28924	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377622.1	exact shared RefSeq protein_id
M744_RS00150	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02835	NZ_CP006471.1	28733	28924	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377622.1	exact shared RefSeq protein_id
M744_RS00150	protein_id	RefSeq_protein	WP_011377622.1	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00150	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	28733	28924	-		UTEX RefSeq GFF3		direct seqid
M744_RS00155	cds_segment	RefSeq_location	NZ_CP006471.1:29119-29832:+	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00155	current_locus_tag	RefSeq_locus_tag	M744_RS00155	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3		direct annotation
M744_RS00155	genomic_location	RefSeq_location	NZ_CP006471.1:29119-29832:+	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00155	old_locus_tag	legacy_locus_tag	M744_00160	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00155	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0556	NZ_CP006471.1	29119	29832	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243277.1	exact shared RefSeq protein_id
M744_RS00155	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02830	NZ_CP006471.1	29119	29832	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243277.1	exact shared RefSeq protein_id
M744_RS00155	protein_id	RefSeq_protein	WP_011243277.1	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00155	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	29119	29832	+		UTEX RefSeq GFF3		direct seqid
M744_RS00160	cds_segment	RefSeq_location	NZ_CP006471.1:29829-30548:-	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00160	current_locus_tag	RefSeq_locus_tag	M744_RS00160	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3		direct annotation
M744_RS00160	genomic_location	RefSeq_location	NZ_CP006471.1:29829-30548:-	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00160	old_locus_tag	legacy_locus_tag	M744_00165	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00160	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0555	NZ_CP006471.1	29829	30548	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243278.1	exact shared RefSeq protein_id
M744_RS00160	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02825	NZ_CP006471.1	29829	30548	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243278.1	exact shared RefSeq protein_id
M744_RS00160	protein_id	RefSeq_protein	WP_011243278.1	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00160	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	29829	30548	-		UTEX RefSeq GFF3		direct seqid
M744_RS00165	cds_segment	RefSeq_location	NZ_CP006471.1:30653-31744:-	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00165	current_locus_tag	RefSeq_locus_tag	M744_RS00165	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct annotation
M744_RS00165	gene_symbol	gene_symbol	ychF	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS00165	genomic_location	RefSeq_location	NZ_CP006471.1:30653-31744:-	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00165	old_locus_tag	legacy_locus_tag	M744_00170	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00165	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0554	NZ_CP006471.1	30653	31744	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243279.1	exact shared RefSeq protein_id
M744_RS00165	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02820	NZ_CP006471.1	30653	31744	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243279.1	exact shared RefSeq protein_id
M744_RS00165	protein_id	RefSeq_protein	WP_011243279.1	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00165	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	30653	31744	-		UTEX RefSeq GFF3		direct seqid
M744_RS00170	cds_segment	RefSeq_location	NZ_CP006471.1:31804-33156:+	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00170	current_locus_tag	RefSeq_locus_tag	M744_RS00170	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3		direct annotation
M744_RS00170	genomic_location	RefSeq_location	NZ_CP006471.1:31804-33156:+	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00170	old_locus_tag	legacy_locus_tag	M744_00175	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00170	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0553	NZ_CP006471.1	31804	33156	+		PCC 7942 and UTEX RefSeq GFF3	WP_011377621.1	exact shared RefSeq protein_id
M744_RS00170	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02815	NZ_CP006471.1	31804	33156	+		PCC 7942 and UTEX RefSeq GFF3	WP_011377621.1	exact shared RefSeq protein_id
M744_RS00170	protein_id	RefSeq_protein	WP_011377621.1	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00170	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	31804	33156	+		UTEX RefSeq GFF3		direct seqid
M744_RS00175	cds_segment	RefSeq_location	NZ_CP006471.1:33153-34271:-	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00175	current_locus_tag	RefSeq_locus_tag	M744_RS00175	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct annotation
M744_RS00175	gene_symbol	gene_symbol	wecB	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS00175	genomic_location	RefSeq_location	NZ_CP006471.1:33153-34271:-	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00175	old_locus_tag	legacy_locus_tag	M744_00180	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00175	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0552	NZ_CP006471.1	33153	34271	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243281.1	exact shared RefSeq protein_id
M744_RS00175	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02810	NZ_CP006471.1	33153	34271	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243281.1	exact shared RefSeq protein_id
M744_RS00175	protein_id	RefSeq_protein	WP_011243281.1	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00175	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	33153	34271	-		UTEX RefSeq GFF3		direct seqid
M744_RS00180	cds_segment	RefSeq_location	NZ_CP006471.1:34397-34768:-	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00180	current_locus_tag	RefSeq_locus_tag	M744_RS00180	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3		direct annotation
M744_RS00180	genomic_location	RefSeq_location	NZ_CP006471.1:34397-34768:-	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00180	old_locus_tag	legacy_locus_tag	M744_00185	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00180	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0551	NZ_CP006471.1	34397	34768	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377620.1	exact shared RefSeq protein_id
M744_RS00180	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02805	NZ_CP006471.1	34397	34768	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377620.1	exact shared RefSeq protein_id
M744_RS00180	protein_id	RefSeq_protein	WP_011377620.1	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00180	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	34397	34768	-		UTEX RefSeq GFF3		direct seqid
M744_RS00185	cds_segment	RefSeq_location	NZ_CP006471.1:35301-35684:-	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00185	current_locus_tag	RefSeq_locus_tag	M744_RS00185	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3		direct annotation
M744_RS00185	genomic_location	RefSeq_location	NZ_CP006471.1:35301-35684:-	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00185	old_locus_tag	legacy_locus_tag	M744_00195	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00185	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0550	NZ_CP006471.1	35301	35684	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377619.1	exact shared RefSeq protein_id
M744_RS00185	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02800	NZ_CP006471.1	35301	35684	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377619.1	exact shared RefSeq protein_id
M744_RS00185	protein_id	RefSeq_protein	WP_011377619.1	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00185	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	35301	35684	-		UTEX RefSeq GFF3		direct seqid
M744_RS00190	cds_segment	RefSeq_location	NZ_CP006471.1:35693-36454:-	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00190	current_locus_tag	RefSeq_locus_tag	M744_RS00190	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3		direct annotation
M744_RS00190	genomic_location	RefSeq_location	NZ_CP006471.1:35693-36454:-	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00190	old_locus_tag	legacy_locus_tag	M744_00200	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00190	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0549	NZ_CP006471.1	35693	36454	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377618.1	exact shared RefSeq protein_id
M744_RS00190	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS02795	NZ_CP006471.1	35693	36454	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377618.1	exact shared RefSeq protein_id
M744_RS00190	protein_id	RefSeq_protein	WP_011377618.1	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS00190	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	35693	36454	-		UTEX RefSeq GFF3		direct seqid
M744_RS00195	cds_segment	RefSeq_location	NZ_CP006471.1:36555-37715:+	NZ_CP006471.1	36555	37715	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS00195	current_locus_tag	RefSeq_locus_tag	M744_RS00195	NZ_CP006471.1	36555	37715	+		UTEX RefSeq GFF3		direct annotation
M744_RS00195	genomic_location	RefSeq_location	NZ_CP006471.1:36555-37715:+	NZ_CP006471.1	36555	37715	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS00195	old_locus_tag	legacy_locus_tag	M744_00205	NZ_CP006471.1	36555	37715	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS00195	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0548	NZ_CP006471.1	36555	37715	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243285.1	exact shared RefSeq protein_id
