locus_tag	pass00399_search_observation	pass00399_search_ids	source_integrity	admitted_evidence
M744_RS01725	exact_sequence_unique	gnl|PRJNA209528|M744_01795	unverified_transport	no
M744_RS01730	exact_sequence_unique	gnl|PRJNA209528|M744_01800	unverified_transport	no
M744_RS01735	exact_sequence_unique	gnl|PRJNA209528|M744_01805	unverified_transport	no
M744_RS01740	exact_sequence_unique	gnl|PRJNA209528|M744_01810	unverified_transport	no
M744_RS01745	absent		unverified_transport	no
M744_RS01755	exact_sequence_unique	gnl|PRJNA209528|M744_01825	unverified_transport	no
M744_RS01760	exact_sequence_unique	gnl|PRJNA209528|M744_01830	unverified_transport	no
M744_RS01765	absent		unverified_transport	no
M744_RS01770	exact_sequence_unique	gnl|PRJNA209528|M744_01845	unverified_transport	no
M744_RS01775	exact_sequence_unique	gnl|PRJNA209528|M744_01850	unverified_transport	no
M744_RS01780	exact_sequence_unique	gnl|PRJNA209528|M744_01855	unverified_transport	no
M744_RS01785	exact_sequence_unique	gnl|PRJNA209528|M744_01860	unverified_transport	no
M744_RS01790	exact_sequence_unique	gnl|PRJNA209528|M744_01865	unverified_transport	no
M744_RS01795	exact_sequence_unique	gnl|PRJNA209528|M744_01870	unverified_transport	no
M744_RS01800	exact_sequence_unique	gnl|PRJNA209528|M744_01875	unverified_transport	no
M744_RS01805	exact_sequence_unique	gnl|PRJNA209528|M744_01880	unverified_transport	no
M744_RS01810	exact_sequence_unique	gnl|PRJNA209528|M744_01885	unverified_transport	no
M744_RS01815	exact_sequence_unique	gnl|PRJNA209528|M744_01890	unverified_transport	no
M744_RS01820	exact_sequence_unique	gnl|PRJNA209528|M744_01895	unverified_transport	no
M744_RS01825	exact_sequence_unique	gnl|PRJNA209528|M744_01900	unverified_transport	no
M744_RS01830	exact_sequence_unique	gnl|PRJNA209528|M744_01905	unverified_transport	no
M744_RS01835	exact_sequence_unique	gnl|PRJNA209528|M744_01910	unverified_transport	no
M744_RS01840	exact_sequence_unique	gnl|PRJNA209528|M744_01915	unverified_transport	no
M744_RS01845	exact_sequence_unique	gnl|PRJNA209528|M744_01920	unverified_transport	no
M744_RS01850	exact_sequence_unique	gnl|PRJNA209528|M744_01925	unverified_transport	no
M744_RS01855	exact_sequence_unique	gnl|PRJNA209528|M744_01930	unverified_transport	no
M744_RS01860	exact_sequence_unique	gnl|PRJNA209528|M744_01935	unverified_transport	no
M744_RS01865	exact_sequence_unique	gnl|PRJNA209528|M744_01940	unverified_transport	no
M744_RS01870	exact_sequence_unique	gnl|PRJNA209528|M744_01945	unverified_transport	no
M744_RS01880	exact_sequence_unique	gnl|PRJNA209528|M744_01960	unverified_transport	no
M744_RS01885	exact_sequence_unique	gnl|PRJNA209528|M744_01965	unverified_transport	no
M744_RS01890	exact_sequence_unique	gnl|PRJNA209528|M744_01970	unverified_transport	no
M744_RS01895	exact_sequence_unique	gnl|PRJNA209528|M744_01975	unverified_transport	no
M744_RS01900	absent		unverified_transport	no
M744_RS01905	exact_sequence_unique	gnl|PRJNA209528|M744_01990	unverified_transport	no
M744_RS01910	exact_sequence_unique	gnl|PRJNA209528|M744_02000	unverified_transport	no
M744_RS01915	exact_sequence_unique	gnl|PRJNA209528|M744_02005	unverified_transport	no
M744_RS01920	exact_sequence_unique	gnl|PRJNA209528|M744_02010	unverified_transport	no
M744_RS01925	exact_sequence_unique	gnl|PRJNA209528|M744_02015	unverified_transport	no
M744_RS01935	absent		unverified_transport	no
M744_RS01940	exact_sequence_unique	gnl|PRJNA209528|M744_02030	unverified_transport	no
M744_RS01945	absent		unverified_transport	no
M744_RS01950	exact_sequence_unique	gnl|PRJNA209528|M744_02040	unverified_transport	no
M744_RS01955	exact_sequence_unique	gnl|PRJNA209528|M744_02045	unverified_transport	no
M744_RS01960	exact_sequence_unique	gnl|PRJNA209528|M744_02050	unverified_transport	no
M744_RS01965	absent		unverified_transport	no
M744_RS01970	exact_sequence_unique	gnl|PRJNA209528|M744_02060	unverified_transport	no
M744_RS01975	exact_sequence_unique	gnl|PRJNA209528|M744_02065	unverified_transport	no
M744_RS01980	exact_sequence_unique	gnl|PRJNA209528|M744_02070	unverified_transport	no
M744_RS01985	exact_sequence_unique	gnl|PRJNA209528|M744_02075	unverified_transport	no
M744_RS01990	exact_sequence_unique	gnl|PRJNA209528|M744_02080	unverified_transport	no
M744_RS01995	exact_sequence_unique	gnl|PRJNA209528|M744_02085	unverified_transport	no
M744_RS02000	exact_sequence_unique	gnl|PRJNA209528|M744_02090	unverified_transport	no
M744_RS02005	exact_sequence_unique	gnl|PRJNA209528|M744_02095	unverified_transport	no
M744_RS02010	exact_sequence_unique	gnl|PRJNA209528|M744_02100	unverified_transport	no
M744_RS02015	exact_sequence_unique	gnl|PRJNA209528|M744_02105	unverified_transport	no
M744_RS02020	absent		unverified_transport	no
M744_RS02025	exact_sequence_unique	gnl|PRJNA209528|M744_02115	unverified_transport	no
M744_RS02030	exact_sequence_unique	gnl|PRJNA209528|M744_02120	unverified_transport	no
M744_RS02035	absent		unverified_transport	no
M744_RS02040	exact_sequence_unique	gnl|PRJNA209528|M744_02130	unverified_transport	no
M744_RS02045	exact_sequence_unique	gnl|PRJNA209528|M744_02135	unverified_transport	no
M744_RS02050	exact_sequence_unique	gnl|PRJNA209528|M744_02140	unverified_transport	no
M744_RS02055	exact_sequence_unique	gnl|PRJNA209528|M744_02145	unverified_transport	no
M744_RS02060	exact_sequence_unique	gnl|PRJNA209528|M744_02150	unverified_transport	no
M744_RS02065	exact_sequence_unique	gnl|PRJNA209528|M744_02155	unverified_transport	no
M744_RS02070	absent		unverified_transport	no
M744_RS02075	exact_sequence_unique	gnl|PRJNA209528|M744_02165	unverified_transport	no
M744_RS02080	exact_sequence_unique	gnl|PRJNA209528|M744_02170	unverified_transport	no
M744_RS02090	exact_sequence_unique	gnl|PRJNA209528|M744_02180	unverified_transport	no
M744_RS02095	exact_sequence_unique	gnl|PRJNA209528|M744_02185	unverified_transport	no
M744_RS02100	exact_sequence_unique	gnl|PRJNA209528|M744_02190	unverified_transport	no
M744_RS02105	exact_sequence_unique	gnl|PRJNA209528|M744_02195	unverified_transport	no
M744_RS02110	exact_sequence_unique	gnl|PRJNA209528|M744_02200	unverified_transport	no
M744_RS02115	absent		unverified_transport	no
M744_RS02120	exact_sequence_unique	gnl|PRJNA209528|M744_02210	unverified_transport	no
M744_RS02125	exact_sequence_unique	gnl|PRJNA209528|M744_02215	unverified_transport	no
M744_RS02130	exact_sequence_unique	gnl|PRJNA209528|M744_02220	unverified_transport	no
M744_RS02140	exact_sequence_unique	gnl|PRJNA209528|M744_02230	unverified_transport	no
M744_RS02145	exact_sequence_unique	gnl|PRJNA209528|M744_02235	unverified_transport	no
M744_RS02150	exact_sequence_unique	gnl|PRJNA209528|M744_02240	unverified_transport	no
M744_RS02155	exact_sequence_unique	gnl|PRJNA209528|M744_02245	unverified_transport	no
M744_RS02160	exact_sequence_unique	gnl|PRJNA209528|M744_02250	unverified_transport	no
M744_RS02165	absent		unverified_transport	no
M744_RS02170	exact_sequence_unique	gnl|PRJNA209528|M744_02260	unverified_transport	no
M744_RS02175	exact_sequence_unique	gnl|PRJNA209528|M744_02265	unverified_transport	no
M744_RS02180	exact_sequence_unique	gnl|PRJNA209528|M744_02270	unverified_transport	no
M744_RS02185	exact_sequence_unique	gnl|PRJNA209528|M744_02275	unverified_transport	no
M744_RS02190	exact_sequence_unique	gnl|PRJNA209528|M744_02280	unverified_transport	no
M744_RS02195	exact_sequence_unique	gnl|PRJNA209528|M744_02285	unverified_transport	no
M744_RS02200	exact_sequence_unique	gnl|PRJNA209528|M744_02290	unverified_transport	no
M744_RS02205	absent		unverified_transport	no
M744_RS02210	absent		unverified_transport	no
M744_RS02215	exact_sequence_unique	gnl|PRJNA209528|M744_02305	unverified_transport	no
M744_RS02220	absent		unverified_transport	no
M744_RS02225	exact_sequence_unique	gnl|PRJNA209528|M744_02315	unverified_transport	no
M744_RS02230	exact_sequence_unique	gnl|PRJNA209528|M744_02320	unverified_transport	no
M744_RS02235	exact_sequence_unique	gnl|PRJNA209528|M744_02325	unverified_transport	no
M744_RS02240	exact_sequence_unique	gnl|PRJNA209528|M744_02330	unverified_transport	no
M744_RS02245	exact_sequence_unique	gnl|PRJNA209528|M744_02335	unverified_transport	no
M744_RS02250	exact_sequence_unique	gnl|PRJNA209528|M744_02340	unverified_transport	no
M744_RS02255	exact_sequence_unique	gnl|PRJNA209528|M744_02350	unverified_transport	no
M744_RS02260	exact_sequence_unique	gnl|PRJNA209528|M744_02355	unverified_transport	no
M744_RS02265	exact_sequence_unique	gnl|PRJNA209528|M744_02360	unverified_transport	no
M744_RS02275	exact_sequence_unique	gnl|PRJNA209528|M744_02370	unverified_transport	no
M744_RS02280	exact_sequence_unique	gnl|PRJNA209528|M744_02375	unverified_transport	no
M744_RS02285	exact_sequence_unique	gnl|PRJNA209528|M744_02380	unverified_transport	no
M744_RS02290	exact_sequence_unique	gnl|PRJNA209528|M744_02385	unverified_transport	no
M744_RS02295	exact_sequence_unique	gnl|PRJNA209528|M744_02390	unverified_transport	no
M744_RS02300	exact_sequence_unique	gnl|PRJNA209528|M744_02395	unverified_transport	no
M744_RS02305	absent		unverified_transport	no
M744_RS02310	exact_sequence_unique	gnl|PRJNA209528|M744_02405	unverified_transport	no
M744_RS02315	exact_sequence_unique	gnl|PRJNA209528|M744_02410	unverified_transport	no
M744_RS02320	exact_sequence_unique	gnl|PRJNA209528|M744_02415	unverified_transport	no
M744_RS02325	exact_sequence_unique	gnl|PRJNA209528|M744_02420	unverified_transport	no
M744_RS02330	exact_sequence_unique	gnl|PRJNA209528|M744_02425	unverified_transport	no
M744_RS02335	exact_sequence_unique	gnl|PRJNA209528|M744_02430	unverified_transport	no
M744_RS02340	exact_sequence_unique	gnl|PRJNA209528|M744_02435	unverified_transport	no
M744_RS02345	exact_sequence_unique	gnl|PRJNA209528|M744_02440	unverified_transport	no
M744_RS02350	exact_sequence_unique	gnl|PRJNA209528|M744_02445	unverified_transport	no
M744_RS02360	exact_sequence_unique	gnl|PRJNA209528|M744_02460	unverified_transport	no
M744_RS02370	exact_sequence_unique	gnl|PRJNA209528|M744_02470	unverified_transport	no
M744_RS02375	exact_sequence_unique	gnl|PRJNA209528|M744_02475	unverified_transport	no
M744_RS02380	exact_sequence_unique	gnl|PRJNA209528|M744_02480	unverified_transport	no
M744_RS02385	exact_sequence_unique	gnl|PRJNA209528|M744_02485	unverified_transport	no
M744_RS02390	exact_sequence_unique	gnl|PRJNA209528|M744_02495	unverified_transport	no
M744_RS02395	exact_sequence_unique	gnl|PRJNA209528|M744_02500	unverified_transport	no
M744_RS02400	exact_sequence_unique	gnl|PRJNA209528|M744_02505	unverified_transport	no
M744_RS02405	exact_sequence_unique	gnl|PRJNA209528|M744_02510	unverified_transport	no
M744_RS02410	exact_sequence_unique	gnl|PRJNA209528|M744_02515	unverified_transport	no
M744_RS02415	exact_sequence_unique	gnl|PRJNA209528|M744_02520	unverified_transport	no
M744_RS02420	exact_sequence_unique	gnl|PRJNA209528|M744_02525	unverified_transport	no
M744_RS02425	exact_sequence_unique	gnl|PRJNA209528|M744_02530	unverified_transport	no
M744_RS02430	exact_sequence_unique	gnl|PRJNA209528|M744_02535	unverified_transport	no
M744_RS02435	absent		unverified_transport	no
M744_RS02440	exact_sequence_unique	gnl|PRJNA209528|M744_02545	unverified_transport	no
M744_RS02445	exact_sequence_unique	gnl|PRJNA209528|M744_02550	unverified_transport	no
M744_RS02450	exact_sequence_unique	gnl|PRJNA209528|M744_02555	unverified_transport	no
M744_RS02455	absent		unverified_transport	no
M744_RS02460	exact_sequence_unique	gnl|PRJNA209528|M744_02565	unverified_transport	no
M744_RS02465	exact_sequence_unique	gnl|PRJNA209528|M744_02570	unverified_transport	no
M744_RS02470	exact_sequence_unique	gnl|PRJNA209528|M744_02575	unverified_transport	no
M744_RS02475	exact_sequence_unique	gnl|PRJNA209528|M744_02580	unverified_transport	no
M744_RS02480	exact_sequence_unique	gnl|PRJNA209528|M744_02585	unverified_transport	no
M744_RS02485	exact_sequence_unique	gnl|PRJNA209528|M744_02590	unverified_transport	no
M744_RS02490	exact_sequence_unique	gnl|PRJNA209528|M744_02595	unverified_transport	no
M744_RS02500	exact_sequence_unique	gnl|PRJNA209528|M744_02605	unverified_transport	no
M744_RS02505	exact_sequence_unique	gnl|PRJNA209528|M744_02610	unverified_transport	no
M744_RS02510	exact_sequence_unique	gnl|PRJNA209528|M744_02615	unverified_transport	no
M744_RS02515	exact_sequence_unique	gnl|PRJNA209528|M744_02620	unverified_transport	no
M744_RS02520	exact_sequence_unique	gnl|PRJNA209528|M744_02625	unverified_transport	no
M744_RS02525	exact_sequence_unique	gnl|PRJNA209528|M744_02630	unverified_transport	no
M744_RS02530	exact_sequence_unique	gnl|PRJNA209528|M744_02635	unverified_transport	no
M744_RS02540	exact_sequence_unique	gnl|PRJNA209528|M744_02645	unverified_transport	no
M744_RS02545	absent		unverified_transport	no
M744_RS02550	absent		unverified_transport	no
M744_RS02555	exact_sequence_unique	gnl|PRJNA209528|M744_02660	unverified_transport	no
M744_RS02560	exact_sequence_unique	gnl|PRJNA209528|M744_02665	unverified_transport	no
M744_RS02565	exact_sequence_unique	gnl|PRJNA209528|M744_02670	unverified_transport	no
M744_RS02570	exact_sequence_unique	gnl|PRJNA209528|M744_02675	unverified_transport	no
M744_RS02575	absent		unverified_transport	no
M744_RS02580	exact_sequence_unique	gnl|PRJNA209528|M744_02685	unverified_transport	no
M744_RS02585	exact_sequence_unique	gnl|PRJNA209528|M744_02690	unverified_transport	no
M744_RS02590	exact_sequence_unique	gnl|PRJNA209528|M744_02695	unverified_transport	no
M744_RS02595	exact_sequence_unique	gnl|PRJNA209528|M744_02700	unverified_transport	no
M744_RS02600	exact_sequence_unique	gnl|PRJNA209528|M744_02705	unverified_transport	no
M744_RS02605	exact_sequence_unique	gnl|PRJNA209528|M744_02710	unverified_transport	no
M744_RS02610	exact_sequence_unique	gnl|PRJNA209528|M744_02715	unverified_transport	no
M744_RS02615	absent		unverified_transport	no
M744_RS02620	exact_sequence_unique	gnl|PRJNA209528|M744_02730	unverified_transport	no
M744_RS02625	exact_sequence_unique	gnl|PRJNA209528|M744_02735	unverified_transport	no
M744_RS02630	exact_sequence_unique	gnl|PRJNA209528|M744_02740	unverified_transport	no
M744_RS02635	exact_sequence_unique	gnl|PRJNA209528|M744_02745	unverified_transport	no
M744_RS02640	exact_sequence_unique	gnl|PRJNA209528|M744_02750	unverified_transport	no
M744_RS02645	exact_sequence_unique	gnl|PRJNA209528|M744_02755	unverified_transport	no
M744_RS02650	exact_sequence_unique	gnl|PRJNA209528|M744_02760	unverified_transport	no
M744_RS02655	exact_sequence_unique	gnl|PRJNA209528|M744_02765	unverified_transport	no
M744_RS02660	exact_sequence_unique	gnl|PRJNA209528|M744_02770	unverified_transport	no
M744_RS02665	exact_sequence_unique	gnl|PRJNA209528|M744_02780	unverified_transport	no
M744_RS02670	exact_sequence_unique	gnl|PRJNA209528|M744_02790	unverified_transport	no
M744_RS02675	absent		unverified_transport	no
M744_RS02685	exact_sequence_unique	gnl|PRJNA209528|M744_02805	unverified_transport	no
M744_RS02690	exact_sequence_unique	gnl|PRJNA209528|M744_02810	unverified_transport	no
M744_RS02695	exact_sequence_unique	gnl|PRJNA209528|M744_02815	unverified_transport	no
M744_RS02700	exact_sequence_unique	gnl|PRJNA209528|M744_02820	unverified_transport	no
M744_RS02705	absent		unverified_transport	no
M744_RS02710	exact_sequence_unique	gnl|PRJNA209528|M744_02830	unverified_transport	no
M744_RS02715	exact_sequence_unique	gnl|PRJNA209528|M744_02835	unverified_transport	no
M744_RS02720	exact_sequence_unique	gnl|PRJNA209528|M744_02840	unverified_transport	no
M744_RS02725	exact_sequence_unique	gnl|PRJNA209528|M744_02845	unverified_transport	no
M744_RS02730	exact_sequence_unique	gnl|PRJNA209528|M744_02850	unverified_transport	no
M744_RS02735	exact_sequence_unique	gnl|PRJNA209528|M744_02855	unverified_transport	no
M744_RS02745	exact_sequence_unique	gnl|PRJNA209528|M744_02865	unverified_transport	no
M744_RS02750	exact_sequence_unique	gnl|PRJNA209528|M744_02870	unverified_transport	no
M744_RS02755	absent		unverified_transport	no
M744_RS02760	exact_sequence_unique	gnl|PRJNA209528|M744_02880	unverified_transport	no
M744_RS02765	exact_sequence_unique	gnl|PRJNA209528|M744_02885	unverified_transport	no
M744_RS02770	exact_sequence_unique	gnl|PRJNA209528|M744_02890	unverified_transport	no
M744_RS02775	exact_sequence_unique	gnl|PRJNA209528|M744_02895	unverified_transport	no
M744_RS02780	exact_sequence_unique	gnl|PRJNA209528|M744_02900	unverified_transport	no
M744_RS02785	exact_sequence_unique	gnl|PRJNA209528|M744_02905	unverified_transport	no
M744_RS02790	exact_sequence_unique	gnl|PRJNA209528|M744_02910	unverified_transport	no
M744_RS02795	exact_sequence_unique	gnl|PRJNA209528|M744_02915	unverified_transport	no
M744_RS02800	exact_sequence_unique	gnl|PRJNA209528|M744_02920	unverified_transport	no
M744_RS02805	exact_sequence_unique	gnl|PRJNA209528|M744_02925	unverified_transport	no
M744_RS02810	exact_sequence_unique	gnl|PRJNA209528|M744_02930	unverified_transport	no
M744_RS02815	exact_sequence_unique	gnl|PRJNA209528|M744_02935	unverified_transport	no
M744_RS02820	exact_sequence_unique	gnl|PRJNA209528|M744_02940	unverified_transport	no
M744_RS02825	exact_sequence_unique	gnl|PRJNA209528|M744_02945	unverified_transport	no
M744_RS02830	exact_sequence_unique	gnl|PRJNA209528|M744_02950	unverified_transport	no
M744_RS02835	exact_sequence_unique	gnl|PRJNA209528|M744_02955	unverified_transport	no
M744_RS02840	exact_sequence_unique	gnl|PRJNA209528|M744_02960	unverified_transport	no
M744_RS02845	exact_sequence_unique	gnl|PRJNA209528|M744_02965	unverified_transport	no
M744_RS02850	exact_sequence_unique	gnl|PRJNA209528|M744_02970	unverified_transport	no
M744_RS02855	absent		unverified_transport	no
M744_RS02860	exact_sequence_unique	gnl|PRJNA209528|M744_02980	unverified_transport	no
M744_RS02865	absent		unverified_transport	no
M744_RS02870	exact_sequence_unique	gnl|PRJNA209528|M744_02990	unverified_transport	no
M744_RS02875	exact_sequence_unique	gnl|PRJNA209528|M744_02995	unverified_transport	no
M744_RS02880	exact_sequence_unique	gnl|PRJNA209528|M744_03000	unverified_transport	no
M744_RS02885	exact_sequence_unique	gnl|PRJNA209528|M744_03005	unverified_transport	no
M744_RS02890	exact_sequence_unique	gnl|PRJNA209528|M744_03010	unverified_transport	no
M744_RS02895	exact_sequence_unique	gnl|PRJNA209528|M744_03015	unverified_transport	no
