locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS00785	dxs	WP_011377576.1	1	present	exact	exact	636	9f13162a6d747bc086f8933dd0c1c56b38151d4712997f6ff044bb7390127e3f	none	unknown	unknown	unknown	unknown
M744_RS00790		WP_011377575.1	1	present	exact	exact	179	48aeff54310fc5fe00ec6e3c222da644d3e694e57f0b6935844a84618a94c445	none	unknown	unknown	unknown	unknown
M744_RS00795	cimA	WP_011243400.1	1	present	exact	exact	542	c718a6640b2871709ebeb2157e73476caea0c2ae4773bd8d7dcb850f863602f6	none	unknown	unknown	unknown	unknown
M744_RS00800	ccmA	WP_011243401.1	1	present	exact	exact	282	da72b2d3b7fb51013a90980e17d5cebb9db9b7967d7fdc4cd664d705398d11db	none	unknown	unknown	unknown	unknown
M744_RS00805	scpB	WP_011243402.1	1	present	exact	exact	183	38a1acab9e09c2d5830862ee9a46d1a36654f8452af269008c43e5328fedc5c4	none	unknown	unknown	unknown	unknown
M744_RS00810		WP_011243403.1	1	present	exact	exact	125	91e55bdbaf3a41570fa083eac8fd03b4bda5895e43daf752d55ce1d69c1852ef	none	unknown	unknown	unknown	unknown
M744_RS00815	psbA	WP_011243404.1	1	present	exact	exact	360	ce3860f5b84f6ca79816548c30a432c47139fd1f3373fddecfc6f8b2ef80aca8	none	unknown	unknown	unknown	unknown
M744_RS00820		WP_011243405.1	1	present	exact	exact	72	d2a42eb86cc96941492c6f6307981f2a3743780812cd87106854becdc6d376e8	none	unknown	unknown	unknown	unknown
M744_RS00825		WP_011243406.1	1	present	exact	exact	380	5a9b36150bd287c6777cec4b132199c160fa7318195b03f0e100a0c742685646	none	unknown	unknown	unknown	unknown
M744_RS00830		WP_011377574.1	1	present	exact	exact	132	7e79e8b669fa545bddcc747c62464f5d7f99cf11c159c259ac82cdf367391f94	none	unknown	unknown	unknown	unknown
M744_RS00835		WP_011377573.1	1	present	exact	exact	521	13283aca88d068d0ffb5f96663a6f86657b3cb24910dbe28ccd3f6018932df59	none	unknown	unknown	unknown	unknown
M744_RS00840	bioB	WP_011243409.1	1	present	exact	exact	320	bb6e1bddf47987eebf867867318682fdc558723b5650af92b79ed95c90bb8fc1	none	unknown	unknown	unknown	unknown
M744_RS00845		WP_011243410.1	1	present	exact	exact	116	4463a507504f684dc356952d666c99c35674bd0b30572d49a900838ac6af3436	none	unknown	unknown	unknown	unknown
M744_RS00850	ycf46	WP_011243411.1	1	present	exact	exact	502	1d1174bdba27388d06e8b996f933fce6df94612b5d4fde18764ebf0ff569bfab	none	unknown	unknown	unknown	unknown
M744_RS00855		WP_039755442.1	1	present	exact	exact	113	e187d43b95d5c51624ca1d708957462cb02a825ff847a4444cff2a8a81751b22	none	unknown	unknown	unknown	unknown
M744_RS00860		WP_011243413.1	1	present	exact	exact	325	c720e71d1fef30539710252b556ec059470e2fb6e4c8f3510b54caaa6943606a	none	unknown	unknown	unknown	unknown
M744_RS00865		WP_011377571.1	1	present	exact	exact	390	f189550a56b9d9f12006fa0550af4f56b7e75d89a26ca99c0e467e5194621581	none	unknown	unknown	unknown	unknown
M744_RS00875	ndhL	WP_011243415.1	1	present	exact	exact	74	12aa192b574fdb5731d388b4eb50f98c63204b7d085d718e7ba26c8abb4346d1	none	unknown	unknown	unknown	unknown
M744_RS00880		WP_011243416.1	1	present	exact	exact	109	9198870e272a0b37cfddc97ce54f8203ffe80625dbb4fb04d8de38640610e57d	none	unknown	unknown	unknown	unknown
M744_RS00885	trpA	WP_011243417.1	1	present	exact	exact	266	9f859abbf688e1914351b968d5bd76f745e21aed1e2cc47b4671368769d28d22	none	unknown	unknown	unknown	unknown
M744_RS00890		WP_011243418.1	1	present	exact	exact	90	e8a608dc107ff549e8381cfb2e8fe857febabfcde2e0be65b6894351029da0ff	none	unknown	unknown	unknown	unknown
M744_RS00895		WP_011377569.1	1	present	exact	exact	94	5ffd8b9355a6a12a9dbc7c62d76a770d6b9f7111522d17433b356a8ae0acaf88	none	unknown	unknown	unknown	unknown
M744_RS00900		WP_011377568.1	1	present	exact	exact	217	446209fa66a4ac2c703f3b6735670af6751dcaa6b8b965ab8131352738f54a08	none	unknown	unknown	unknown	unknown
M744_RS00905	psaK	WP_011243420.1	1	present	exact	exact	80	70e6ef7cf4b46de5eb6ee7d822dee34ff1ae1bf78c477092319bd076d83edd6a	none	unknown	unknown	unknown	unknown
M744_RS00910		WP_011243421.1	1	present	exact	exact	133	ecb1e595088fe545906ecb9a68dda056f40815f7deba5373a0a6fd390c8eb5ef	none	unknown	unknown	unknown	unknown
M744_RS00915	holA	WP_011377567.1	1	present	exact	exact	332	0e1dca1893f3c32661656e7676d034d4f48689bbfaf6f68b44049c54b6840a2f	none	unknown	unknown	unknown	unknown
M744_RS00920	prfB	WP_155813972.1	1	present	exact	exact	373	8de96f4e599d61b078e1343d3a1bbb671a5dfdf6aee4d2f7a1be3083e4df355c	none	unknown	unknown	unknown	unknown
M744_RS00925		WP_011243424.1	1	present	exact	exact	59	8184507aae2f9d94956e52396d15635739b0ef5bc9883611ca3b9a923bda887a	none	unknown	unknown	unknown	unknown
M744_RS00930	ybeY	WP_011243425.1	1	present	exact	exact	174	0cc70ffe51e03abaf53e10a3bb40d7300371c832683d761a08644ca3aa81c9a6	none	unknown	unknown	unknown	unknown
M744_RS00935		WP_231621354.1	1	present	exact	exact	148	7d8d56eecac496a5af82ede80f0ba0452c7e4b66fd8d8e650ffe63118bbe5cdb	none	unknown	unknown	unknown	unknown
M744_RS00940		WP_011243427.1	1	present	exact	exact	200	8dcf3379fad3901058b0483e476bf90bb874a80b1a05ffddd76e5d7312ea75dd	none	unknown	unknown	unknown	unknown
M744_RS00945		WP_011243428.1	1	present	exact	exact	250	81bf9532399e28cd7e48157857d247f71c63e6b368555e5a89a3d14ce5418dbd	none	unknown	unknown	unknown	unknown
M744_RS00950		WP_011243429.1	1	present	exact	exact	152	5db9a38eba1f8cfbd7ee0d05e3abe34a97b80e5b5903b5346ce2745633f32966	none	unknown	unknown	unknown	unknown
M744_RS00955		WP_011377565.1	1	present	exact	exact	463	44f4f30d0a45d673b97d302fdbefc556fcf3ab24ea54b0de094a0e5ff240aa40	none	unknown	unknown	unknown	unknown
M744_RS00960	purH	WP_011377564.1	1	present	exact	exact	513	44f67cbea0736f6ead6eacfcc4c07fb4ca4d761be2b82948841a42e3139a3054	none	unknown	unknown	unknown	unknown
M744_RS00965		WP_011377563.1	1	present	exact	exact	374	e2c171fa73bc357973f57588c88127507d6aa0b0c282482736d1841ceb810bd6	none	unknown	unknown	unknown	unknown
M744_RS00970		WP_011243433.1	1	present	exact	exact	288	d304511b64cdc25ef7233672d234ace73b715f89bfe3a691d7ad573e79a93066	none	unknown	unknown	unknown	unknown
M744_RS00975		WP_011377562.1	1	present	exact	exact	226	92e49dd5ad9bf44360334c42baebbb7ee93e76eb68f20b05256157c79ff0cbca	none	unknown	unknown	unknown	unknown
M744_RS00980	mltA	WP_011377561.1	1	present	exact	exact	392	2749bf24dbe589900611c1968c26bcb826de77c063488085152373b87e5a3ac1	none	unknown	unknown	unknown	unknown
M744_RS00985		WP_011243436.1	1	present	exact	exact	526	b662416293ca89c9a4b07e561524fd4e6e808ea190909fa200c5d097e1ae81de	none	unknown	unknown	unknown	unknown
M744_RS00990	chrA	WP_011243437.1	1	present	exact	exact	383	a12ca43b0d37d3ce276c288d992f173ef07c8178c934819af42b535d96ee4cb1	none	unknown	unknown	unknown	unknown
M744_RS00995		WP_039755448.1	1	present	exact	exact	66	003a4ccd0817b875fc9aac72038edb0660649fd701c964dcc26d0b162a1ac04b	none	unknown	unknown	unknown	unknown
M744_RS01000		WP_011377559.1	1	present	exact	exact	373	66f870b889b83f0cc58cf242943c8538e635baab130a308ae0091da2f2891ad9	none	unknown	unknown	unknown	unknown
M744_RS01005	tsaE	WP_407830097.1	1	present	exact	exact	173	0d406f74963e204ec44efb406a80b0ffe2fe32f8e89da0200c791ea6af64299f	none	unknown	unknown	unknown	unknown
M744_RS01010		WP_011243440.1	1	present	exact	exact	469	e61432259203ba466d71668cd1b210ea10c8a763df09c3dcbde8ef2ec7605e32	none	unknown	unknown	unknown	unknown
M744_RS01015	chlP	WP_039755450.1	1	present	exact	exact	415	867e9ab0c153d3142ecfa24fc7418ac2f67e222382830970ad8e0ba1ef974c67	none	unknown	unknown	unknown	unknown
M744_RS01020		WP_011377558.1	1	present	exact	exact	236	f5e4855414004d5a75ed8fc9e5052591fcb18cdfa9429dc93afc96499fc1ca0f	none	unknown	unknown	unknown	unknown
M744_RS01025		WP_011377557.1	1	present	exact	exact	228	13dfe8a7b2bb6b539febf994ddbaed49e31b3ef93e9f32e2429a755a84214dbf	none	unknown	unknown	unknown	unknown
M744_RS01030		WP_011243444.1	1	present	exact	exact	88	ca3c09b845932dc6235b7ca23c8ac7bd1e1fe243a63a93859a7cc980dd12f7b2	none	unknown	unknown	unknown	unknown
M744_RS01035		WP_231621355.1	1	present	exact	exact	157	1aa0d3dea7072546c64dc232e1e4bebdcb047576f2a1a43115168fee82e62fb4	none	unknown	unknown	unknown	unknown
M744_RS01040		WP_039755453.1	1	present	exact	exact	68	15789d4d34b1e79e5371ecfe88cd93291c5854d8a914691152864f9e8ee39eb0	none	unknown	unknown	unknown	unknown
M744_RS01045		WP_011243446.1	1	present	exact	exact	347	ac1bebc728801f884994fd31303723f34a887b765364b1f2d5256eea57a23e6a	none	unknown	unknown	unknown	unknown
M744_RS01050		WP_011377555.1	1	present	exact	exact	127	9b7350aeead464bcc6fbb5f61588ebb0f7bf9303600778258adf5d742f56af42	none	unknown	unknown	unknown	unknown
M744_RS01055		WP_011243448.1	1	present	exact	exact	264	75fbe24139b1c1de24db8c996e901f36722e61e188d5717178d4bfbd2e332a73	none	unknown	unknown	unknown	unknown
M744_RS01060		WP_011243449.1	1	present	exact	exact	112	8a427ccc09e8bf4dd21e1b3ee9133f7400c336fffa75b4da09a03c3430b67f83	none	unknown	unknown	unknown	unknown
M744_RS01065		WP_011377554.1	1	present	exact	exact	508	74dacad6830b14acb5132c28aeceacb4ebb1f164498256002bff20be5cee86e3	none	unknown	unknown	unknown	unknown
M744_RS01070		WP_011243451.1	1	present	exact	exact	471	ed5ba671561ff42b38d5f68642516f2acd827534061934e4ef4a6e6e03215290	none	unknown	unknown	unknown	unknown
M744_RS01075		WP_011377553.1	1	present	exact	exact	94	9a4bd4799dd077d4b7f116060ac51ca46262ce1463690997d800e7f9acd030f0	none	unknown	unknown	unknown	unknown
M744_RS01080		WP_011377552.1	1	present	exact	exact	428	cf5889ceee6142c62697b69b687eb330a823fdc09419bed1cce97eb1aa1dc19d	none	unknown	unknown	unknown	unknown
M744_RS01090		WP_011377550.1	1	present	exact	exact	299	8c2660cfa3b24aa89a84540f72e2670afddd53a3663fa5714487e21aa5f1bb7e	none	unknown	unknown	unknown	unknown
M744_RS01095		WP_011243455.1	1	present	exact	exact	434	008d331e620c3eeae34a1df81776b69f5bfb27a5e1fa9189c0a035ee50c32b02	none	unknown	unknown	unknown	unknown
M744_RS01100		WP_011377549.1	1	present	exact	exact	484	66b1494129afe66575a4c7ac9f2dcb04cef098a9ebf6b6c5bd925e37b7cbe095	none	unknown	unknown	unknown	unknown
M744_RS01105	xseA	WP_039755458.1	1	present	exact	exact	411	5a21c684e6ab30eebc42d67cc850070aa6970a774f4f5279fd61d55813f5cde1	none	unknown	unknown	unknown	unknown
M744_RS01110		WP_011377547.1	1	present	exact	exact	307	a8e5094b76879c1600ecbf475054a8b5d19a0c7ae665ac8d2cb7ba36c1dce04e	none	unknown	unknown	unknown	unknown
M744_RS01115		WP_011243459.1	1	present	exact	exact	727	4585a434b4397a31710c3beb86e2b5b05f7dedad3cd22f48821b5ddabad7bd66	none	unknown	unknown	unknown	unknown
M744_RS01120		WP_231621356.1	1	present	exact	exact	191	df3329f688fb51af4555036d14b24ffbaf2df58bc26a0aa4d118074844e82647	none	unknown	unknown	unknown	unknown
M744_RS01125		WP_011243461.1	1	present	exact	exact	183	a28cc1a27dbcb179f0ebe488fb80e9fd3f7e392a25998da337f9ff0ed79079fe	none	unknown	unknown	unknown	unknown
M744_RS01130		WP_011377546.1	1	present	exact	exact	94	3a93f7954db65951a5399a86f07136ced4ff905b9fb256d2d92199396292343e	none	unknown	unknown	unknown	unknown
M744_RS01135		WP_011243463.1	1	present	exact	exact	199	a9ec270022d2cded84ef4ad460dfcdafbaea64b46caf2f788538305ab7ac9c31	none	unknown	unknown	unknown	unknown
M744_RS01140		WP_011243464.1	1	present	exact	exact	75	ec0c0c40f4bfacb5c4706653b3f7127521d1ba5a3301ae7d186fdc346b4bb8b7	none	unknown	unknown	unknown	unknown
M744_RS01145		WP_011243465.1	1	present	exact	exact	398	d163d56641a0fefc76f7c366c3f80fc56aada6362b58df84443f7e553e56fd6f	none	unknown	unknown	unknown	unknown
M744_RS01150		WP_011377545.1	1	present	exact	exact	393	73c7c8541c579c04bf4fa476a192cdb5f652eaf722267a928b682ed2718e294d	none	unknown	unknown	unknown	unknown
M744_RS01155	trmB	WP_011243467.1	1	present	exact	exact	213	69712028dbea600854413b952570827c417f1fcecd71baf841dfff6d371af14b	none	unknown	unknown	unknown	unknown
M744_RS01160		WP_011243468.1	1	present	exact	exact	467	c0d5224b1ce277f58743608ad5bd2dd367dcb24673d054648849f3cbc49c3ddc	none	unknown	unknown	unknown	unknown
M744_RS01170		WP_011243469.1	1	present	exact	exact	74	30cb462e4efb0213f36e7a5ca727069803cbecc5c0d64f3cc07d776f2a81cfcd	none	unknown	unknown	unknown	unknown
M744_RS01175	rbfA	WP_011243470.1	1	present	exact	exact	137	8a93912bb39e2521b43a813c3a87ff8d686e278a6f4b0736e8b19970dd3ebbdc	none	unknown	unknown	unknown	unknown
M744_RS01180		WP_011377544.1	1	present	exact	exact	542	b2e5d9dbc1951a81429452901bdbc26e07c7f3c91d49b56dd25cf44be4afb2c0	none	unknown	unknown	unknown	unknown
M744_RS01185		WP_011377543.1	1	present	exact	exact	320	a00b8727adedd5c3ba2a83277e3c8cdbb8e5039b038e5d9178e7f9233dc8b4d5	none	unknown	unknown	unknown	unknown
M744_RS01190	msrB	WP_407830096.1	1	present	exact	exact	175	a5e653bd88df343b4c5915bf4687b437fe41edd3128c10bf8597d8c11c986f1d	none	unknown	unknown	unknown	unknown
M744_RS01195		WP_011243474.1	1	present	exact	exact	377	5fe64e9e8e57ab7391557a9a5c25b43800270531c711de5a9cbdfef3f6054163	none	unknown	unknown	unknown	unknown
M744_RS01200		WP_231621357.1	1	present	exact	exact	263	05b6723efd9f4857b158df8da6dd121171cb7c19d0cf7874cc0f80e0c734bad7	none	unknown	unknown	unknown	unknown
M744_RS01205		WP_011243476.1	1	present	exact	exact	186	ae6bf11dfde9fffbbba8680d72d1fdc4a6ad654e12797edac9635acf65314342	none	unknown	unknown	unknown	unknown
M744_RS01210	recA	WP_011243477.1	1	present	exact	exact	356	3207cfad873bff008b4586d73fd26b0311cd3806155f18be1120b65283255f9c	none	unknown	unknown	unknown	unknown
M744_RS01215	pgeF	WP_011243479.1	1	present	exact	exact	259	a70d2c569a9eedc4bc3f4c8552e60a41fbc13de37771f5612613da34f637d986	none	unknown	unknown	unknown	unknown
M744_RS01220		WP_011243480.1	1	present	exact	exact	256	97994628cc15356f03ce1ff16edaacadb13878617bb8ebcd3f0625c7c94836e9	none	unknown	unknown	unknown	unknown
M744_RS01225		WP_011243481.1	1	present	exact	exact	347	71fbb2b77735ad5ea50737c600c43d405aab1ec39573e30b356619baaa5c8cae	none	unknown	unknown	unknown	unknown
M744_RS01230	psb27	WP_011377542.1	1	present	exact	exact	133	e1775787e6c686a142f219c773c9c5f71be35fcba1e3e34d5391da8021956035	none	unknown	unknown	unknown	unknown
M744_RS01235		WP_011377541.1	1	present	exact	exact	75	52b67bfa4e5e76aafa362baf9b97f69ad0bf461fabb2105114bd5fc2d4e004e5	none	unknown	unknown	unknown	unknown
M744_RS01240		WP_011243484.1	1	present	exact	exact	190	cc53c0b1a4742e0d5d785439b084a2974084c58553dbca80c23facf110f4db12	none	unknown	unknown	unknown	unknown
M744_RS01245		WP_011243485.1	1	present	exact	exact	193	2f6af266a703ec19f26364e606d1068b8f22011ed02b6d48de249d030f3ac313	none	unknown	unknown	unknown	unknown
M744_RS01250		WP_011243486.1	1	present	exact	exact	359	80f41f5838d68751058630ba4688224656aed2d2845010684ec06c81d378813d	none	unknown	unknown	unknown	unknown
M744_RS01255		WP_039755467.1	1	present	exact	exact	59	bc6a402fe2609827766727a294c989005d42f7e7fd6b874459d7c4f46c008b79	none	unknown	unknown	unknown	unknown
M744_RS01260	petF2	WP_011243487.1	1	present	exact	exact	105	678ce35905bdbbccda8a6f63c2190ba56f02eaa17786d3cfdd942c680ed53924	none	unknown	unknown	unknown	unknown
M744_RS01265		WP_011377540.1	1	present	exact	exact	316	53a75bdf766a932a5ce3154f03b51cba39198a5b1fd001c9e618c0493b2d0541	none	unknown	unknown	unknown	unknown
M744_RS01270	atpA	WP_011243489.1	1	present	exact	exact	505	1db302a3b5429a143c16094aced780b6a073579b22f8bb9e5973cfc27b7632a1	none	unknown	unknown	ungerer2018-atpA-utex2973-allele	Growth phenotyping only: BG11 at 38 C, 900 micromol photons m^-2 s^-1 and 5% CO2 after 24 h bioreactor adaptation. AtpA and PpnK activity measurements used separate in-vitro assays.
M744_RS01275	atpH	WP_011243490.1	1	present	exact	exact	180	953cd9da286ce55a1cfeeea04b223ea3eb6c7b31265581fcc63c35930d2e4305	none	unknown	unknown	unknown	unknown
M744_RS01280		WP_011377538.1	1	present	exact	exact	171	cd9095095c6e692aeff21243cbfa5083c9d843d369e85037ba95857d1acea522	none	unknown	unknown	unknown	unknown
M744_RS01285		WP_011243492.1	1	present	exact	exact	158	d35c3128aaeda9c2f13af4e1f350adef1a49e26e8afcff8243b3c6eaf0b9ff65	none	unknown	unknown	unknown	unknown
M744_RS01290	atpE	WP_011243493.1	1	present	exact	exact	81	0467bcd38ae12c57e16898d9dabf7e911eab8e98bdbd5c3696fa8e97301fa99b	none	unknown	unknown	unknown	unknown
M744_RS01295	atpB	WP_196794062.1	1	present	exact	exact	249	61ceebf59ac89acce96e48fd203ad2bd72f77db0ee4d4fb234eea08f17734c23	none	unknown	unknown	unknown	unknown
M744_RS01300		WP_231621358.1	1	present	exact	exact	153	822d02276a37d5974325dd8dce0d1dc2a9b48aea83ecd2bb8c8f9ce68021c642	none	unknown	unknown	unknown	unknown
M744_RS01305		WP_011243496.1	1	present	exact	exact	417	52e5da5f8730d461e89e37c62e667a726c726235d589b880587fb5694decae1a	none	unknown	unknown	unknown	unknown
M744_RS01310		WP_011243497.1	1	present	exact	exact	705	363577733642b6a342ccdf2d998c12cf7b4ec5e73d8e35fb866738b85c47d6ca	none	unknown	unknown	unknown	unknown
M744_RS01315	apcA	WP_011243498.1	1	present	exact	exact	161	a2421f8f434b4542bf8e4944a17cd832c4891c578c5e4b6bfd1cc7211b6419c6	none	unknown	unknown	unknown	unknown
M744_RS01320	apcB	WP_011243499.1	1	present	exact	exact	161	ed1a3704da0a3f7516cf0f4dd35195b73a666c85a9e54948fe187b551f614c90	none	unknown	unknown	unknown	unknown
M744_RS01325		WP_011243500.1	1	present	exact	exact	67	caf8d760366eb9a07da71c5366424b66f7d1fb064d8dede112b0b1b4f50bac53	none	unknown	unknown	unknown	unknown
M744_RS01330		WP_011377535.1	1	present	exact	exact	394	7dd2a36b22fc17e3f7ac77c2b4fe3e1688c1f131a27747b030ee2e350c9cf307	none	unknown	unknown	unknown	unknown
M744_RS01335		WP_011243502.1	1	present	exact	exact	252	d06f5579b997d68f3f202dc1137c17b6aa08349106bec886027e6d2e10d5bb85	none	unknown	unknown	unknown	unknown
M744_RS01340		WP_011243503.1	1	present	exact	exact	456	1db86b7e3ab34cfefa8b31a82b5f55e7879940fc28c2e9529d6960c364c4c6a1	none	unknown	unknown	unknown	unknown
M744_RS01345		WP_011243504.1	1	present	exact	exact	112	e22e8ad6daca2ef2b47352e953e8d39e1fb3335546604372fcb71bf6a2278943	none	unknown	unknown	unknown	unknown
M744_RS01350	galE	WP_011243505.1	1	present	exact	exact	332	7086d2ffeee8be7d9c0cb6c7264df30b6b277d3c691016170949bc9576362ce3	none	unknown	unknown	unknown	unknown
M744_RS01355		WP_011243506.1	1	present	exact	exact	272	4253e267ea8f6c1826353a42a3c59b2c71fe194f1435d01d3d909a2d4bc3aeb9	none	unknown	unknown	unknown	unknown
M744_RS01360		WP_011377534.1	1	present	exact	exact	151	5fafa551daf7d14e22d4f95aa32a53e4b362efb471822132da27fcac2b29b8db	none	unknown	unknown	unknown	unknown
M744_RS01365		WP_011377533.1	1	present	exact	exact	152	8686c2d306c39d33550f04ea83b58511b85f85f5444529c583ac2a80dca314f7	none	unknown	unknown	unknown	unknown
M744_RS01370		WP_011243509.1	1	present	exact	exact	63	58ac84e55522e3ee2cee0e362578060a9994ff5ef9fe123133fd3a56906b0775	none	unknown	unknown	unknown	unknown
M744_RS01375	purB	WP_011377532.1	1	present	exact	exact	431	2bb3acb31458cdadd473552547a3e7fff36e80516fc383968f8addbc107e19de	none	unknown	unknown	unknown	unknown
M744_RS01380		WP_231621359.1	1	present	exact	exact	205	8dceb2bc314d4d4a1ecb644b85f4e67dadb83dee7f0d7ad65c46b3c6cc716225	none	unknown	unknown	unknown	unknown
M744_RS01385		WP_011243512.1	1	present	exact	exact	170	970c1a3468888097006876ae426eda100ddfdde88acc01455d25d5ccb16023fd	none	unknown	unknown	unknown	unknown
M744_RS01390		WP_011377531.1	1	present	exact	exact	142	d9e554d4e518bdaf6c98d2bb255493a85545f3072ef51eae1a9e85aa1b5e2e70	none	unknown	unknown	unknown	unknown
M744_RS01395	rsmA	WP_011243514.1	1	present	exact	exact	279	9888029423c5b24238d8d434b3035679a3616dbfcb10b7550c59e30a292a876c	none	unknown	unknown	unknown	unknown
M744_RS01400	ispE	WP_011243515.1	1	present	exact	exact	314	202fa5d63331f5d0f79b24cc35cfefc2b8a9f47924f2f15e1dbbc4b469da5b02	none	unknown	unknown	unknown	unknown
M744_RS01405		WP_011377530.1	1	present	exact	exact	634	7725676c404fa788a8dcaf4b6976e135170a0c57a90c75c4567498670a1cd946	none	unknown	unknown	unknown	unknown
M744_RS01410		WP_011243517.1	1	present	exact	exact	379	af93068830ea8f88dea237905f097578cc39b11a401799bffe7c70c7ad4a19c2	none	unknown	unknown	unknown	unknown
M744_RS01415		WP_011377529.1	1	present	exact	exact	408	57e0e3d396bc55755693c45bd63c29127d71d3a2d02267acf245237a8c376b0d	none	unknown	unknown	unknown	unknown
M744_RS01420		WP_039755475.1	1	present	exact	exact	96	fe9ed54508bee4619198057a0939145100925fb56432a41d55cce082879b8849	none	unknown	unknown	unknown	unknown
M744_RS01425		WP_011377528.1	1	present	exact	exact	76	2897a13286937a43a8917f9d83ecda222813b41e8ffe95faff96939c42fc5281	none	unknown	unknown	unknown	unknown
M744_RS01430		WP_011243520.1	1	present	exact	exact	215	8e2167dcb1bd9a3f6e43c23757193c9a816d0dce5897ca92673179f11fe04dfc	none	unknown	unknown	unknown	unknown
M744_RS01435		WP_011243521.1	1	present	exact	exact	362	5261fcff21d08ab22f96df159d75a41d32f8f1119447abba7972379733d39dfc	none	unknown	unknown	unknown	unknown
M744_RS01440		WP_011377526.1	1	present	exact	exact	479	dd06f7f157698001cd5ec7778a5b06788b6ba9f07ead28198214a55d7ed0d4b8	none	unknown	unknown	unknown	unknown
M744_RS01445		WP_011377525.1	1	present	exact	exact	120	055ba361a70419ca6ef33dc4fae8e217894c91587224d207c7206fd043cc5a58	none	unknown	unknown	unknown	unknown
M744_RS01450		WP_039755477.1	1	present	exact	exact	333	60da82884810fb8fd47fca4ff97f254c40d411c465b38b294a573e6422478b95	none	unknown	unknown	unknown	unknown
