tss_id	replicon	type	strand	position	source_locus_tag	source_start_distance_nt	mapping_status	mapping_reason	mapped_locus_tag	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2
iTSS+2628853	CP006471	iTSS	+	2628853	M744_RS13000	59	mapped	exact_current_locus_id	M744_RS13000	0.889587015765594	0.00444997729055831	2.19678846721665	1.27671221178215e-13	0.193838821808121	0.672451657069441	221	176	64	121	385	498	185	122
aTSS+2157588	CP006471	aTSS	+	2157588	M744_RS10700	2139	mapped	exact_current_locus_id	M744_RS10700	-0.905785529175842	0.000999919072029479	0.663099576538182	0.0108588819281084	-0.158540801343752	0.67748706605942	548	535	57	86	393	432	463	225
aTSS+2157575	CP006471	aTSS	+	2157575	M744_RS10700	2152	mapped	exact_current_locus_id	M744_RS10700	1.60336094300024	2.63300115098364e-06	-1.08999992655498	0.00514519306844489	0.927586952182404	0.0220490040919298	148	143	89	129	31	35	318	101
iTSS+311697	CP006471	iTSS	+	311697	M744_RS01655	1794	mapped	exact_current_locus_id	M744_RS01655	0.244404558774769	0.345413300326124	-1.81759658480897	7.03605260401139e-13	-0.679949094917868	0.0228862568050959	2756	4242	828	1220	463	491	2199	959
aTSS+656934	CP006471	aTSS	+	656934	M744_RS03470	506	mapped	exact_current_locus_id	M744_RS03470	2.15796545128796	1.70565160763767e-13	-2.43674937910803	7.70523140080077e-13	1.04392107462297	0.00245125541870166	558	314	370	598	41	36	884	403
aTSS+656748	CP006471	aTSS	+	656748	M744_RS03470	692	mapped	exact_current_locus_id	M744_RS03470	1.54571138485026	4.72113349285158e-06	-1.17396726621106	0.00191555342756226	0.637482480070625	0.135619759691298	161	221	122	149	37	45	339	110
aTSS-644134	CP006471	aTSS	-	644134	M744_RS03410	131	mapped	exact_current_locus_id	M744_RS03410	-0.158359789825557	0.595753492967551	0.244120401097886	0.415338641311644	-0.0110973003826454	0.980002893922187	477	412	87	107	235	273	410	210
iTSS-1656250	CP006471	iTSS	-	1656250	M744_RS08390	243	mapped	exact_current_locus_id	M744_RS08390	-1.31314781617569	0.000349732167853797	-0.00545877448243169	0.988591659887507	0.303870637077421	0.502610674089725	331	247	25	32	132	145	325	173
aTSS-1584492	CP006471	aTSS	-	1584492	M744_RS08075	1307	mapped	exact_current_locus_id	M744_RS08075	-2.36789658819964	1.26378769476751e-07	0.991583269034025	0.0056400357646224	0.24948763891558	0.626029863022184	340	189	12	13	222	288	319	136
aTSS-1583734	CP006471	aTSS	-	1583734	M744_RS08075	549	mapped	exact_current_locus_id	M744_RS08075	-0.938401324067973	0.00945132580531076	-0.0476814764624845	0.904644732747674	0.161213251405477	0.752720690030103	280	348	26	57	111	188	373	144
aTSS-1587596	CP006471	aTSS	-	1587596	M744_RS08090	122	mapped	exact_current_locus_id	M744_RS08090	-1.40161062214985	1.00073552272773e-09	0.0648868114096081	0.813236287070719	0.25738623872213	0.420184405823157	11894	8746	804	1111	4658	5790	13599	4849
iTSS-1926898	CP006471	iTSS	-	1926898	M744_RS09590	492	mapped	exact_current_locus_id	M744_RS09590	-1.48465661232644	2.09558262486662e-08	-2.8342852100081	5.38259288264536e-26	-0.399496606086616	0.241990651298028	2790	2412	171	294	181	167	1575	1059
aTSS+1926752	CP006471	aTSS	+	1926752	M744_RS09590	638	mapped	exact_current_locus_id	M744_RS09590	3.7489506953871	5.76574379013734e-36	0.115328931854035	0.767756252728155	0.142106594081095	0.780662855580411	120	126	280	560	47	84	153	50
iTSS-1926657	CP006471	iTSS	-	1926657	M744_RS09590	733	mapped	exact_current_locus_id	M744_RS09590	1.81596862081282	6.61519266420412e-10	-1.13461695450443	0.00056233857927565	0.0115557479256838	0.980995764402496	301	236	165	312	61	56	265	122
aTSS+1926667	CP006471	aTSS	+	1926667	M744_RS09590	723	mapped	exact_current_locus_id	M744_RS09590	3.23130807257972	4.51123225660982e-26	0.496403638664007	0.158298543382913	0.4918534951251	0.245784814660892	126	86	190	305	58	88	148	66
aTSS+1926931	CP006471	aTSS	+	1926931	M744_RS09590	459	mapped	exact_current_locus_id	M744_RS09590	0.204797136352051	0.438279909381633	0.673850029770491	0.00760691966473803	0.174664883362404	0.626254229630763	513	508	119	171	351	438	596	244
iTSS+571511	CP006471	iTSS	+	571511	M744_RS02995	228	mapped	exact_current_locus_id	M744_RS02995	-0.523923609372064	0.0598785214448227	-0.641030316041213	0.0201191031351681	0.0128210651654609	0.976996420460219	577	523	79	109	155	186	524	260
aTSS+1342663	CP006471	aTSS	+	1342663	M744_RS06890	325	mapped	exact_current_locus_id	M744_RS06890	1.81122255204267	3.18600651924813e-11	0.355407602141131	0.237658771952094	0.442725614346485	0.21944907499273	838	516	425	770	378	459	999	367
aTSS+1341421	CP006471	aTSS	+	1341421	M744_RS06885	866	mapped	exact_current_locus_id	M744_RS06885	3.79223302273118	2.62909695962791e-75	-0.680442529320716	0.00228644312977475	0.0873108368370458	0.800196001001313	1565	1745	4097	7465	469	526	1815	749
iTSS+546983	CP006471	iTSS	+	546983	M744_RS02870	527	mapped	exact_current_locus_id	M744_RS02870	-0.231846527781328	0.569328181665082	-0.996730332322884	0.0123805501271159	-0.516932130834087	0.297273282827515	195	340	50	61	58	72	188	82
aTSS-1346063	CP006471	aTSS	-	1346063	M744_RS06905	696	mapped	exact_current_locus_id	M744_RS06905	4.13301791365972	1.08708432848179e-48	-0.631576970965714	0.076398661251415	-0.0434230493020351	0.938465450805591	104	113	382	557	37	30	114	41
aTSS-1345790	CP006471	aTSS	-	1345790	M744_RS06905	423	mapped	exact_current_locus_id	M744_RS06905	1.26347498689712	2.97374511569113e-06	-0.867769881877841	0.00258476080589797	0.250488211520431	0.520622887580005	573	674	282	465	180	144	761	318
iTSS+1346506	CP006471	iTSS	+	1346506	M744_RS06905	1139	mapped	exact_current_locus_id	M744_RS06905	-1.64774351611629	0.000286769109688464	-0.597862398841032	0.147288550784588	1.35372630882943	0.00134207679351582	225	146	13	16	41	80	486	203
aTSS-2013971	CP006471	aTSS	-	2013971	M744_RS09990	528	mapped	exact_current_locus_id	M744_RS09990	5.24947388871723	8.91816930262759e-51	-0.98038780414296	0.0585790146210658	-0.192344431379466	0.77022343033465	27	51	271	474	11	8	34	15
iTSS+2014218	CP006471	iTSS	+	2014218	M744_RS09990	775	mapped	exact_current_locus_id	M744_RS09990	0.136977721709156	0.681448264255344	-1.47737741693215	7.59958122435945e-06	0.593406487747763	0.119173119636922	400	349	96	102	65	64	608	228
iTSS+470742	CP006471	iTSS	+	470742	M744_RS02485	570	mapped	exact_current_locus_id	M744_RS02485	1.97562863476574	1.38478477540763e-05	-4.24318246552687	1.82221360150866e-07	1.33054568444651	0.0134255167140282	99	96	75	115	2	3	345	59
aTSS-2266395	CP006471	aTSS	-	2266395	M744_RS11205	385	mapped	exact_current_locus_id	M744_RS11205	3.6875706788834	9.67502386300345e-48	-1.60949717545959	1.13298067835716e-06	1.00711291437309	0.00097768642739069	170	176	414	701	24	31	371	141
iTSS+2266109	CP006471	iTSS	+	2266109	M744_RS11205	99	mapped	exact_current_locus_id	M744_RS11205	-1.2933741600437	0.00390832557547626	-1.44162182460182	0.000893793372757014	1.24238123760261	0.00711984553379431	296	157	17	29	45	34	602	204
aTSS+354650	CP006471	aTSS	+	354650	M744_RS01910	779	mapped	exact_current_locus_id	M744_RS01910	-0.0793550887318791	0.775339393760072	0.045651963688171	0.883221172159013	-0.45843291826264	0.160441354959733	1039	1346	188	386	495	707	801	416
iTSS+125110	CP006471	iTSS	+	125110	M744_RS00660	744	mapped	exact_current_locus_id	M744_RS00660	-0.8948333277156	0.00192084929501957	1.49402748633046	2.09895004544313e-08	0.038129233477139	0.936847567974871	657	487	61	91	725	827	645	230
iTSS+2441807	CP006471	iTSS	+	2441807	M744_RS12015	90	mapped	exact_current_locus_id	M744_RS12015	-1.89012446717364	2.11773173502644e-05	2.4633827511046	4.00010628594179e-16	-0.352977834092934	0.430564555882971	150	153	10	10	354	457	117	53
iTSS+2442407	CP006471	iTSS	+	2442407	M744_RS12015	690	mapped	exact_current_locus_id	M744_RS12015	-0.367826770865942	0.371213817537504	-0.164793446179397	0.704989718966709	1.05325090502313	0.0134807909894767	202	162	27	43	52	109	411	150
iTSS-727722	CP006471	iTSS	-	727722	M744_RS03805	328	mapped	exact_current_locus_id	M744_RS03805	2.44446100393235	7.07899393168287e-05	-1.33879091284563	0.0399311623064813	-1.36087528830593	0.0757950748869186	697	2077	1389	2407	196	347	391	310
iTSS-1826797	CP006471	iTSS	-	1826797	M744_RS09180	1515	mapped	exact_current_locus_id	M744_RS09180	0.00399464484811379	0.988153054502646	-0.397492787295645	0.122469653601284	-0.561268340274147	0.0574681545421618	1072	1220	247	313	388	452	683	389
iTSS-1826875	CP006471	iTSS	-	1826875	M744_RS09180	1437	mapped	exact_current_locus_id	M744_RS09180	-2.00505770808104	8.14488638035901e-12	0.278334780220063	0.318681376457814	0.555304558426324	0.0749799494727416	778	617	34	52	365	454	1076	427
iTSS+320303	CP006471	iTSS	+	320303	M744_RS01695	101	mapped	exact_current_locus_id	M744_RS01695	7.68079565957398	6.9285923948824e-12	-0.378035125276855	0.793595559885768	1.44910900615846	0.355428796718762	14	17	817	661	8	3	9	35
iTSS+320337	CP006471	iTSS	+	320337	M744_RS01695	135	mapped	exact_current_locus_id	M744_RS01695	7.21058328923174	1.81575631034202e-21	0.27785873382685	0.778390101196707	1.12891985428254	0.2841288128286	22	18	709	693	13	10	17	33
iTSS+320273	CP006471	iTSS	+	320273	M744_RS01695	71	mapped	exact_current_locus_id	M744_RS01695	7.75602679950607	1.22156443119694e-05	-1.34260680536231	0.539641827877232	1.4503520948971	0.578874855528981	9	14	668	473	4	0	2	28
iTSS+320403	CP006471	iTSS	+	320403	M744_RS01695	201	mapped	exact_current_locus_id	M744_RS01695	8.18723148854228	1.61513972273301e-07	-0.16579747345888	0.934693757517577	1.3700635167151	0.557616742041008	4	13	581	601	5	2	1	20
iTSS+320227	CP006471	iTSS	+	320227	M744_RS01695	25	mapped	exact_current_locus_id	M744_RS01695	9.40449366574327	2.59631451214208e-11	0.770843299373121	0.676056373969244	3.51821774482481	0.0464039689921586	2	4	555	374	2	3	4	30
aTSS-320358	CP006471	aTSS	-	320358	M744_RS01695	156	mapped	exact_current_locus_id	M744_RS01695	8.61934317511037	3.43714235072948e-44	-1.12556586033622	0.409841296918109	2.3810656221407	0.00279202316222987	466	406	0	8	331	420	407	224
iTSS+320381	CP006471	iTSS	+	320381	M744_RS01695	179	mapped	exact_current_locus_id	M744_RS01695	8.17480391245695	7.4061051444578e-08	-2.4315494336	0.293008987040576	1.48301768670039	0.509934500458101	4	7	391	357	0	1	1	14
iTSS+320358	CP006471	iTSS	+	320358	M744_RS01695	156	mapped	exact_current_locus_id	M744_RS01695	-4.78047469754605	7.60152637277877e-16	0.829311572376816	0.00485056880696312	0.0599017580071924	0.902506129327553	0	9	420	422	1	1	12	18
aTSS+2203841	CP006471	aTSS	+	2203841	M744_RS10920	305	mapped	exact_current_locus_id	M744_RS10920	4.14447414805283	3.03574820667168e-54	1.1002609809618	0.000108156088700689	-0.530117738812846	0.145951818729492	238	407.5	1017	1862	284.5	390.5	213.5	104.5
nTSS-2200672	CP006471	nTSS	-	2200672	M744_RS10895	281	mapped	exact_current_locus_id	M744_RS10895	4.94647817654012	8.12254953548592e-86	-2.6950899895074	3.58970186473236e-22	0.710464160233632	0.0225012061288386	1366	1244	7909	12010	88	107	2639	703
aTSS+2200086	CP006471	aTSS	+	2200086	M744_RS10895	305	mapped	exact_current_locus_id	M744_RS10895	4.14447414805283	3.03574820667168e-54	1.1002609809618	0.000108156088700689	-0.530117738812846	0.145951818729492	238	407.5	1017	1862	284.5	390.5	213.5	104.5
aTSS+2202744	CP006471	aTSS	+	2202744	M744_RS10910	232	mapped	exact_current_locus_id	M744_RS10910	-0.635097009854154	0.0106805613197551	-0.424122296828347	0.0945456702409461	-0.149199360796665	0.676831122903831	1091	919	133	185	299	432	897	404
aTSS+2202168	CP006471	aTSS	+	2202168	M744_RS10910	808	mapped	exact_current_locus_id	M744_RS10910	-0.3811346417947	0.219532504770634	0.326499038890927	0.301257130651028	0.248725637243495	0.551241838593949	416	637	75	127	269	375	655	262
aTSS+2201556	CP006471	aTSS	+	2201556	M744_RS10905	551	mapped	exact_current_locus_id	M744_RS10905	0.0513471842672902	0.877063247262149	1.25061397328252	2.36293273742554e-05	-0.2680974727208	0.531125496803092	305	337	73	89	346	390	302	99
aTSS+2201009	CP006471	aTSS	+	2201009	M744_RS10900	137	mapped	exact_current_locus_id	M744_RS10900	1.37959284323581	0.000827361789915242	-2.16225111927232	1.99605431480961e-05	1.24317353251167	0.00888717529380671	118	105	56	88	12	12	333	82
aTSS+2199081	CP006471	aTSS	+	2199081	M744_RS10885	155	mapped	exact_current_locus_id	M744_RS10885	-1.27429656718965	1.81376651670013e-06	1.80612540702636	1.63215425309201e-13	-0.664446937111582	0.0269987870960939	742	895	59	111	1087	1725	516	228
aTSS+2197791	CP006471	aTSS	+	2197791	M744_RS10880	617	mapped	exact_current_locus_id	M744_RS10880	0.0307326820716613	0.918230985921974	0.49364734172874	0.0760893120968414	0.339023497340481	0.337866308884361	404	493	98	126	264	350	576	246
aTSS-1164126	CP006471	aTSS	-	1164126	M744_RS05995	47	mapped	exact_current_locus_id	M744_RS05995	-1.93217960231259	1.07792578168772e-06	-0.179427700441008	0.641093419930685	-0.558335994227202	0.191471904791292	288	309	14	25	102	156	186	98
aTSS-2062945	CP006471	aTSS	-	2062945	M744_RS10300	588	mapped	exact_current_locus_id	M744_RS10300	1.89288046350143	1.25665050042798e-23	-0.593748856154726	0.0030912165884214	0.774062333298436	0.00042939723548203	3284	3191	2304	3678	949	1123	5565	2431
aTSS-1537523	CP006471	aTSS	-	1537523	M744_RS07850	1138	mapped	exact_current_locus_id	M744_RS07850	-1.2167829676996	1.04592017629207e-06	-1.02299203789302	3.61004613282163e-05	0.394808461459819	0.199870951395249	1609	1295	110	204	316	374	2003	797
iTSS+1537044	CP006471	iTSS	+	1537044	M744_RS07850	659	mapped	exact_current_locus_id	M744_RS07850	-1.66014423512528	4.8222299992216e-07	-1.75918446087586	2.19015024762656e-08	0.493667003840997	0.183397948970893	549	410	30	45	62	75	625	322
aTSS-2496794	CP006471	aTSS	-	2496794	M744_RS12265	900	mapped	exact_current_locus_id	M744_RS12265	-2.57617763864204	9.93131536164285e-09	0.520812238980442	0.146655069590326	-0.0569327775046577	0.924642423005763	271	276	7	16	153	231	300	97
aTSS+749531	CP006471	aTSS	+	749531	M744_RS03910	671	mapped	exact_current_locus_id	M744_RS03910	3.63015069735031	2.73394264395908e-44	-0.0327188964964192	0.92164286886824	0.74146863206716	0.0218481882502895	402	301	844	1315	156	175	686	210
iTSS-749338	CP006471	iTSS	-	749338	M744_RS03910	864	mapped	exact_current_locus_id	M744_RS03910	-0.110428650361573	0.837676946240001	-2.61670580280516	8.5438265896691e-07	-1.85442266490738	0.00148944912869941	172	619	74	107	26	37	73	67
iTSS+877305	CP006471	iTSS	+	877305	M744_RS04525	1403	mapped	exact_current_locus_id	M744_RS04525	0.0994039635245114	0.724090101809844	-0.658978753381629	0.0164249576143554	-0.458883910267894	0.174108040464753	2055	3428	594	854	682	1019	1895	930
aTSS+579551	CP006471	aTSS	+	579551	M744_RS03035	638	mapped	exact_current_locus_id	M744_RS03035	4.45244082660915	1.02231516428505e-43	1.55342314037849	8.90769118559405e-06	1.70192997246292	6.34664359333885e-06	57	55	254	347	67	93	216	62
aTSS+579205	CP006471	aTSS	+	579205	M744_RS03030	23	mapped	exact_current_locus_id	M744_RS03030	0.349543868059	0.267180094686501	-0.367847138606684	0.263129393544958	-0.541997495310882	0.157310136184729	363	320	76	143	125	129	233	104
aTSS+1338945	CP006471	aTSS	+	1338945	M744_RS06875	197	mapped	exact_current_locus_id	M744_RS06875	-0.940971583226869	0.000365490881231926	-1.62332032865669	6.64643543139397e-10	0.0889497043146684	0.825206440549374	880	836	80	144	129	139	932	393
iTSS-1338813	CP006471	iTSS	-	1338813	M744_RS06875	329	mapped	exact_current_locus_id	M744_RS06875	-0.542151331325542	0.0909291939516834	-0.679260215082981	0.0305100982201575	0.675910209640197	0.0534804726133699	305	319	39	68	83	106	476	231
aTSS+2599255	CP006471	aTSS	+	2599255	M744_RS12870	524	mapped	exact_current_locus_id	M744_RS12870	2.82963259211786	1.17685104212308e-34	-0.276496213571522	0.295328255444453	0.958547907074255	0.00037804368877255	724	724	1045	1487	293	278	1527	563
aTSS-990113	CP006471	aTSS	-	990113	M744_RS05155	535	mapped	exact_current_locus_id	M744_RS05155	-1.23975358132751	1.86233614870025e-05	-1.19401850590511	2.84843365045457e-05	0.950349110332079	0.00250873362070934	831	875	79	97	126	243	1780	665
aTSS+771613	CP006471	aTSS	+	771613	M744_RS04010	650	mapped	exact_current_locus_id	M744_RS04010	-0.760611047067097	0.0185474990527576	-0.00588622425131419	0.98739996929179	-0.318555008093838	0.461157042454233	768	618	66	142	254	425	427	308
iTSS-771834	CP006471	iTSS	-	771834	M744_RS04010	429	mapped	exact_current_locus_id	M744_RS04010	0.00818411421533328	0.979475292652274	-0.181381079980082	0.566961763504662	0.19060898824126	0.635972887524928	507	533	82	185	186	261	595	261
aTSS-1531347	CP006471	aTSS	-	1531347	M744_RS07820	128	mapped	exact_current_locus_id	M744_RS07820	3.69255676447972	2.91016459106596e-62	0.159224898583353	0.554189411018247	0.119329352110904	0.742984430403103	433	401	994	1707	215	233	475	188
aTSS+1514190	CP006471	aTSS	+	1514190	M744_RS07725	73	mapped	exact_current_locus_id	M744_RS07725	0.0291763611904669	0.913193046703384	-0.683109974551102	0.00699652247283169	-0.388669928186463	0.21731388803664	1070	1160	257	292	316	353	835	384
iTSS-1255881	CP006471	iTSS	-	1255881	M744_RS06475	1060	mapped	exact_current_locus_id	M744_RS06475	1.01909295629089	0.000104056147503922	-0.723457712351289	0.00962846661974987	0.306240995130815	0.39274046219144	472	628	231	316	148	174	707	287
aTSS+1256936	CP006471	aTSS	+	1256936	M744_RS06475	5	mapped	exact_current_locus_id	M744_RS06475	0.120364396518294	0.725346698590235	-0.592307276558061	0.0780941581153839	0.173808991189479	0.714421487975422	383	308	76	109	89	135	443	145
aTSS+1256091	CP006471	aTSS	+	1256091	M744_RS06475	850	mapped	exact_current_locus_id	M744_RS06475	0.265139717898713	0.425108625185591	0.072551987113007	0.845006503064526	0.105916573606772	0.831085955389238	256	276	58	102	130	139	306	116
aTSS-1350036	CP006471	aTSS	-	1350036	M744_RS06925	325	mapped	exact_current_locus_id	M744_RS06925	-0.11490810865913	0.630525451728872	-0.607451039633111	0.00912295506363344	0.0457998179711072	0.904792186526581	2602	2835	423	853	737	1000	2845	1221
aTSS-1048757	CP006471	aTSS	-	1048757	M744_RS05460	566	mapped	exact_current_locus_id	M744_RS05460	-2.3190218694164	3.65007063959874e-07	0.0655316657477421	0.888644803298497	-0.281642408762864	0.616530006395568	277	375	10	23	96	247	269	118
aTSS+2415186	CP006471	aTSS	+	2415186	M744_RS11890	464	mapped	exact_current_locus_id	M744_RS11890	-3.34609187241198	6.53363469189115e-22	0.0968977165623361	0.751588778773417	-0.378223098959516	0.269611274013646	849	674	15	22	341	450	582	260
aTSS+1291269	CP006471	aTSS	+	1291269	M744_RS06650	365	mapped	exact_current_locus_id	M744_RS06650	-1.14275447002562	0.00013104543002033	-0.753371969862322	0.00928871214247443	0.228228348312668	0.56134811870402	481	544	42	74	120	177	588	271
aTSS-1559868	CP006471	aTSS	-	1559868	M744_RS07950	8	mapped	exact_current_locus_id	M744_RS07950	-1.77010384161596	0.0060681961185792	2.90562741523682	5.05608335906028e-06	-1.12741803117123	0.162234327656148	706	737	41	64	2285	2965	500	65
aTSS+2448817	CP006471	aTSS	+	2448817	M744_RS12045	1227	mapped	exact_current_locus_id	M744_RS12045	3.31870473845724	5.93434010568191e-50	1.35454110859883	5.93533975464197e-09	-0.580637202589494	0.0464039689921586	397	494	855	1356	459	653	300	130
iTSS-1386826	CP006471	iTSS	-	1386826	M744_RS07105	615	mapped	exact_current_locus_id	M744_RS07105	-0.323949352918993	0.105662027382774	-0.538239930384233	0.00797534152069411	-0.363289116708686	0.143025280639323	4376	4707	723	1069	1325	1711	3529	1560
